,scl_pct_5,scl_entropy,scl_pct_95,scr_pct_95,scl_min,scr_sum,scl_svd_entropy,scl_ptp,scl_iqr,scr_iqr,scr_mean,scr_kurtosis,scl_skewness,scr_std,scr_entropy,scr_max,scr_lineintegral,scl_perm_entropy,scl_energy,scr_n_below_mean,scr_pct_5,scl_lineintegral,scr_min,scr_n_above_mean,scl_std,scr_energy,scl_iqr_5_95,scr_iqr_5_95,scl_kurtosis,scl_peaks,scr_peaks,scr_n_sign_changes,scr_perm_entropy,scr_ptp,scl_max,scl_n_below_mean,scl_mean,scr_svd_entropy,scl_n_above_mean,scr_rms,scl_sum,scr_skewness,scl_n_sign_changes,scl_rms
0,0.05114911811865318 +/- 0.0045668567242189255,0.05173703901656871 +/- 0.0035677860541483046,0.0033137359700695203 +/- 0.002826147315104705,-0.019882415820416843 +/- 0.0035996703881310058,0.16648850881881347 +/- 0.004120995516023768,0.009887760555852543 +/- 0.0018242702475549132,-0.00668091929449488 +/- 0.0014974800348607135,0.00016034206306790865 +/- 0.00041743718203668455,-0.0002137894174238042 +/- 0.002820076100111801,0.0025654730090860834 +/- 0.0014695592821878578,0.009994655264564422 +/- 0.0017734537705010284,0.0012827365045430916 +/- 0.0004275788348476972,-0.0005344735435595327 +/- 0.00033803074934988934,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.002298236237306306 +/- 0.001690998612459252,0.1711918760021379 +/- 0.007038227191812198,0.0 +/- 0.0,0.0 +/- 0.0,0.00048102618920365937 +/- 0.0003741314804917351,0.02993051843933727 +/- 0.004400895531852265,-0.0013361838588989317 +/- 0.000992740546285762,0.0 +/- 0.0,0.0 +/- 0.0,0.0374131480491716 +/- 0.003824381361838232,0.0 +/- 0.0,0.0007482629609834701 +/- 0.0007999267529180036,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00358097274184932 +/- 0.0007577470271917529,0.018065205772314318 +/- 0.0022650582683503137,0.11245323356493855 +/- 0.003634420096205241,-5.344735435593995e-05 +/- 0.0002878228117121373,0.002832709780865883 +/- 0.001172191993557541,0.023303046499198343 +/- 0.003870415176960263,0.0 +/- 0.0,0.0 +/- 0.0,0.005077498663816182 +/- 0.00145882886840794,-0.0009620523784072188 +/- 0.0010084426651049052,0.0 +/- 0.0,-0.008123997862105803 +/- 0.0018172100481026183
