,bvp_std,hrv_pct_5,hrv_rms,hrv_pct_95,hrv_std,hrv_n_below_mean,hrv_max,hrv_n_above_mean,scr_lineintegral,bvp_iqr,hrv_lineintegral,scl_svd_entropy,bvp_energy,scl_ptp,bvp_perm_entropy,hrv_sum,hrv_mean,hrv_ptp,hrv_min,hrv_energy,bvp_svd_entropy,bvp_rms,scr_svd_entropy,scr_rms,scl_iqr,scr_iqr_5_95,scr_pct_95,bvp_n_sign_changes,hrv_entropy,scl_pct_5,bvp_peaks,scr_kurtosis,scr_entropy,scr_skewness,hrv_perm_entropy,bvp_sum,bvp_mean,bvp_entropy,scr_min,hrv_n_sign_changes,scr_n_below_mean,scr_n_above_mean,bvp_ptp,scr_n_sign_changes,scl_n_below_mean,scl_n_above_mean,scr_pct_5,bvp_pct_5,scl_skewness,scl_peaks,scl_std,bvp_max,scl_kurtosis,scl_n_sign_changes,scl_perm_entropy,scl_energy,hrv_skewness,scl_pct_95,hrv_kurtosis,scr_energy,scl_rms,scr_perm_entropy,bvp_min,bvp_iqr_5_95,bvp_kurtosis,hrv_iqr,scr_iqr,hrv_svd_entropy,bvp_n_above_mean,bvp_n_below_mean,hrv_peaks,scl_entropy,bvp_pct_95,scr_peaks,bvp_lineintegral,scl_min,scr_ptp,bvp_skewness,scr_max,scl_iqr_5_95,scr_std,hrv_iqr_5_95,scl_mean,scl_sum,scr_sum,scr_mean,scl_lineintegral,scl_max
0,0.036213991769547337 +/- 0.010623456600290852,0.030547641658752768 +/- 0.004209717048300382,0.08904716682494461 +/- 0.004708176680777128,0.02006964229186451 +/- 0.004609557872558992,0.007882241215574537 +/- 0.007472931462521983,0.09563152896486231 +/- 0.007849628243760384,0.10731244064577398 +/- 0.007861810231731743,0.07888572333016777 +/- 0.007612889018007259,0.008515352959797407 +/- 0.0019174508035337554,-0.028015194681861345 +/- 0.0039008367208260898,0.008673630895853135 +/- 0.007136492196751798,-0.017885406774295655 +/- 0.003908535748160185,-0.008705286483064267 +/- 0.00432478349797994,0.008578664134219694 +/- 0.002240401681446099,-0.0013611902500791362 +/- 0.00258744489862862,0.19006014561570117 +/- 0.005325670362725692,0.19006014561570117 +/- 0.005325670362725692,0.01902500791389681 +/- 0.008092260358128274,0.09990503323836657 +/- 0.005437394252252978,0.09211775878442545 +/- 0.0066068479129823875,0.02044950933839822 +/- 0.005989852779913025,0.249889205444761 +/- 0.01067333269939838,-0.01373852484963598 +/- 0.004292105414796655,-0.010636277302943965 +/- 0.002630272627773472,0.0027856916745805484 +/- 0.0017727128838239904,0.0055080721747388425 +/- 0.0011605129965067053,0.005539727761949986 +/- 0.0010711569683880136,-0.007122507122507116 +/- 0.003102409050586057,-0.000886356441911984 +/- 0.0039073818611483355,0.007154162709718271 +/- 0.002032870447357054,0.003038936372269707 +/- 0.003023730025010353,-0.0019309908198797189 +/- 0.0009331689125029039,-0.00044317822095599755 +/- 0.0025918948389311485,0.0006964229186451565 +/- 0.00090426444172751,-0.0014878125989237212 +/- 0.001050374170499327,0.0011712567268122754 +/- 0.0013729185465148012,0.0011712567268122754 +/- 0.0013729185465148012,0.0 +/- 0.0,-6.331117442228695e-05 +/- 0.0001266223488445739,0.0 +/- 0.0,0.0005064893953782956 +/- 0.0007106661703274502,0.0005064893953782956 +/- 0.0007106661703274502,0.021525799303577065 +/- 0.00508464020392816,-0.0011712567268122754 +/- 0.0017283486792932807,0.00034821145932257825 +/- 0.0007000109017884291,0.00034821145932257825 +/- 0.0007000109017884291,0.0014878125989237433 +/- 0.00034821145932257825,0.00484330484330483 +/- 0.003162550010512195,0.0018676796454574428 +/- 0.001196648190657531,0.0 +/- 0.0,0.009338398227287126 +/- 0.002292572720291211,-0.00018993352326686087 +/- 0.001134312938725503,-0.0034504590060145724 +/- 0.0021537434242701993,-0.0056980056980057035 +/- 0.001504889436404537,-0.0006331117442228473 +/- 0.001638769117511213,-0.018550174105729657 +/- 0.0019980669627172615,0.0006647673314340019 +/- 0.002950769410919324,-0.028331750553972766 +/- 0.003634883040646659,-0.005349794238683115 +/- 0.002293446747284591,-0.00031655587211143477 +/- 0.0002831361794871592,-0.028490028490028498 +/- 0.0038275780943822237,0.003861981639759415 +/- 0.0018228781321795618,0.03994935106046216 +/- 0.005139136150321181,0.03368154479265588 +/- 0.004044489079755472,0.001139601139601154 +/- 0.0008975908122037273,0.001076289965178856 +/- 0.0010228233251917266,-0.005444761000316545 +/- 0.001637545698813241,0.004115226337448552 +/- 0.003130543922779642,0.028331750553972766 +/- 0.003911098722696696,0.028331750553972766 +/- 0.003911098722696696,0.0007913896802785536 +/- 0.002003326031313294,0.020101297879075664 +/- 0.0029838644493252273,0.08559670781893003 +/- 0.005993197758550882,-0.0016144349477683062 +/- 0.0006243457715516229,0.050965495409939866 +/- 0.006037841685337617,0.004463437796771119 +/- 0.001073026353699188,-0.007470718581829694 +/- 0.0015649518321377877,0.038524849635960735 +/- 0.0039003229119828503,-0.007027540360873707 +/- 0.0016798352847637345,-0.007660652105096555 +/- 0.003113854416551552,0.012029123140234266 +/- 0.0015953913476864964,0.03903133903133904 +/- 0.004863126611132292,-0.007850585628363393 +/- 0.0017268986004413886,-0.007850585628363393 +/- 0.0017268986004413886,0.005096549540993989 +/- 0.0010446343779677346,0.005064893953782845 +/- 0.0009909766282050572,-0.0076923076923076875 +/- 0.0022070551457490815,0.004685026907249123 +/- 0.001991033262870077
