,bvp_peaks,hrv_lineintegral,scl_sum,hrv_pct_95,hrv_std,scr_max,hrv_svd_entropy,bvp_n_above_mean,bvp_n_below_mean,bvp_svd_entropy,scl_mean,hrv_sum,scl_pct_95,scl_min,bvp_pct_5,bvp_skewness,bvp_max,bvp_perm_entropy,scl_max,bvp_n_sign_changes,bvp_std,bvp_ptp,hrv_peaks,scr_ptp,scr_perm_entropy,hrv_rms,bvp_iqr,scr_pct_5,scl_entropy,hrv_skewness,bvp_rms,scr_lineintegral,bvp_pct_95,scr_svd_entropy,scl_n_above_mean,hrv_mean,scl_rms,bvp_lineintegral,hrv_perm_entropy,bvp_sum,scl_energy,scr_n_below_mean,scr_skewness,scr_n_above_mean,scr_n_sign_changes,scl_peaks,scl_std,scl_kurtosis,bvp_mean,bvp_energy,bvp_iqr_5_95,hrv_n_sign_changes,scr_iqr_5_95,scr_sum,scr_std,scr_rms,scr_min,scl_perm_entropy,scl_n_sign_changes,bvp_entropy,scl_iqr_5_95,scl_lineintegral,hrv_n_above_mean,scl_svd_entropy,hrv_pct_5,scl_n_below_mean,hrv_entropy,scr_pct_95,hrv_n_below_mean,scr_iqr,scr_entropy,hrv_max,scl_skewness,bvp_min,scl_pct_5,scl_iqr,hrv_kurtosis,scr_kurtosis,hrv_iqr,hrv_energy,bvp_kurtosis,hrv_iqr_5_95,scr_energy,scl_ptp,hrv_ptp,scr_mean,scr_peaks,hrv_min
0,0.03292838874680311 +/- 0.0043880715950827265,0.016975703324808224 +/- 0.002064187782270844,-0.0009271099744245336 +/- 0.0004621749454859832,0.004347826086956563 +/- 0.0022973458085961363,0.05127877237851665 +/- 0.0024936061381074224,0.0 +/- 0.0,0.025607416879795432 +/- 0.002502811064712253,0.04616368286445016 +/- 0.0034437936085665406,-0.0012468030690536813 +/- 0.0013820950333259172,-0.005466751918158541 +/- 0.0023642163547934,0.0037723785166240862 +/- 0.0020309949071954706,0.004923273657289018 +/- 0.0012398158203110858,0.013107416879795419 +/- 0.0032096931964222856,0.00434782608695653 +/- 0.0020430364844846935,-0.0009590792838874429 +/- 0.0015596305521292137,-0.013043478260869545 +/- 0.0010089343886227312,0.0035485933503836887 +/- 0.0031272783114345195,0.016240409207161167 +/- 0.002277687101094216,0.005115089514066529 +/- 0.0014994935293553221,-0.008951406649616345 +/- 0.0021060957918159107,0.0 +/- 0.0,0.004347826086956541 +/- 0.0008836492941870367,-0.0030370843989769303 +/- 0.0016254122530544924,6.393861892584063e-05 +/- 0.00012787723785168126,0.0 +/- 0.0,0.001150895140664987 +/- 0.00045661307087870246,-0.0037404092071610774 +/- 0.0009271099744245581,0.0 +/- 0.0,-0.014897698209718646 +/- 0.001662404092071615,0.004603580562659859 +/- 0.000383631713554979,0.0 +/- 0.0,0.011029411764705899 +/- 0.002324105034357527,-0.0007033248081841137 +/- 0.0016722118709235226,-0.0003196930946291365 +/- 0.0008928542227473673,0.0 +/- 0.0,-0.001566496163682829 +/- 0.0009744086095989844,0.0035485933503836553 +/- 0.0012823638823613508,0.0041240409207161325 +/- 0.002019134613125077,-0.001214833759590761 +/- 0.0005311140577313609,-6.393861892579622e-05 +/- 0.00023923640580394824,-0.0033567774936061 +/- 0.0008842274095869196,0.0 +/- 0.0,0.0 +/- 0.0,3.196930946294252e-05 +/- 0.0003015978622780312,0.0 +/- 0.0,0.0 +/- 0.0,0.003836317135549894 +/- 0.0015856261851198575,-0.00012787723785162575 +/- 0.00040940692055196345,0.00022378516624045331 +/- 0.0002047034602759869,0.008088235294117684 +/- 0.001107910706596136,0.01729539641943737 +/- 0.0010646308059684625,0.0 +/- 0.0,-0.002173913043478226 +/- 0.000603195724556059,0.00015984654731461269 +/- 0.0012566012792220855,-0.003996163682864417 +/- 0.0006743933219222974,0.0 +/- 0.0,0.0 +/- 0.0,-0.002845268542199464 +/- 0.0006774175223918457,0.0 +/- 0.0,0.0 +/- 0.0,-0.0033887468030690095 +/- 0.0009925942900422058,0.0 +/- 0.0,-0.0024616368286444535 +/- 0.0004301030705586025,-0.022698209718670027 +/- 0.004441318410949432,0.007768542199488515 +/- 0.001401189705934235,0.002813299232736599 +/- 0.0006520485311499706,0.0010549872122762594 +/- 0.00014650178052930037,0.0 +/- 0.0,0.0 +/- 0.0,-0.007704603580562619 +/- 0.004117592452498088,0.0002237851662404311 +/- 0.00020470346027599384,0.003260869565217428 +/- 0.0009019652160911644,-9.590792838872763e-05 +/- 0.00014650178052924947,-0.0004156010230178753 +/- 0.0041977298107742185,0.016080562659846576 +/- 0.002057244314986728,0.006969309462915641 +/- 0.0015184580673961484,-9.590792838871653e-05 +/- 0.0006864101839381078,-0.0017583120204603063 +/- 0.00062728314802906,0.009015345268542219 +/- 0.001236514041292423,-0.0045396419437339856 +/- 0.0008312020460358112,0.001150895140664987 +/- 0.001090711132303826,0.004379795396419461 +/- 0.0010114636841148355,-6.393861892580732e-05 +/- 0.00019181585677747746,-6.393861892581843e-05 +/- 0.00012787723785163683,0.011413043478260887 +/- 0.001379133926478465,0.0 +/- 0.0,0.0 +/- 0.0,0.009207161125319729 +/- 0.0040910724483494455
