,F1 Score,BAccuracy,Accuracy,Class,Test Baseline Class 0,Test Baseline Class 1,Train Baseline Class 0,Train Baseline Class 1,Train Identities Class 0,Train Identities Class 1,Test Identities Class 0,Test Identities Class 1,AUC,AP,AUPRC,Kappa,TPR@1%FPR,TPR@5%FPR,EER,Fitted Models,Test IX
0,0.7035716210453727,0.7139112210186684,0.7013782542113323,[0 1],0.5907350689127105,0.40926493108728945,0.5785130890052356,0.4214869109947644,60,39,7,4,0.7410742379204918,0.592433687146686,0.6924769854747032,0.4092413470744781,0.0,0.0,0.29756329247103874,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[  3.  17.  19.  20.  24.  35.  46.  68.  92.  93. 103.]
1,0.44516138309804854,0.44090724853070323,0.43577430972388953,[0 1],0.6330532212885154,0.36694677871148457,0.5741620810405202,0.42583791895947976,60,39,7,4,0.4336910471815559,0.3411120638481143,0.4379517545587075,-0.10780749322159244,0.0,0.0,0.5544037319086059,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[  5.  26.  32.  34.  37.  47.  67.  81.  86.  89. 102.]
2,0.5019778269697618,0.48944577545801127,0.49661144578313254,[0 1],0.6069277108433735,0.3930722891566265,0.5766858293818975,0.42331417061810245,60,39,7,4,0.4798125647680709,0.36010764551372637,0.44274147923414653,-0.02041595115435979,0.0,0.0,0.49992475092556365,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[  2.  44.  45.  62.  71.  77.  83.  97.  98. 100. 106.]
3,0.5776039811504328,0.5764330024813895,0.5675902602854744,[0 1],0.3492863140218304,0.6507136859781696,0.6024891101431238,0.39751088985687616,63,37,4,6,0.6000364454094294,0.6872787347697114,0.7471852042049074,0.13845123066355958,0.0,0.0,0.4132802681189778,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[  4.  18.  27.  29.  36.  50.  57.  76.  95. 101.]
4,0.6540018286622937,0.6455689838245975,0.6558139534883721,[0 1],0.5656529516994633,0.43434704830053666,0.5813776802296133,0.4186223197703866,60,38,7,5,0.6851532875466178,0.5943522482335837,0.6560723542619278,0.2936081917374339,0.2940691927512356,0.2940691927512356,0.3508176186794798,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[  7.  11.  12.  30.  31.  40.  42.  54.  72.  90.  99. 109.]
5,0.6422360781075339,0.6433747947879845,0.6422307962118555,[0 1],0.478779375657664,0.5212206243423361,0.5918937214418684,0.40810627855813164,61,38,6,5,0.7001111719146713,0.6530230310052063,0.717185189117322,0.28572691769213765,0.3465679676985195,0.0,0.34753396013978854,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[ 38.  39.  43.  55.  61.  63.  70.  79.  87. 105. 107.]
6,0.7620422962862801,0.7612725859684479,0.7626695217701641,[0 1],0.5153461812990721,0.4846538187009279,0.5873337555414819,0.41266624445851807,61,38,6,5,0.8195904336261164,0.7420233434047739,0.8001952216889451,0.5237741080204932,0.3939617083946981,0.0,0.2178520960900742,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[  0.   9.  16.  23.  33.  52.  59.  64.  69.  80. 108.]
7,0.74660529007141,0.7487226421413957,0.7468077344035023,[0 1],0.520977745348413,0.479022254651587,0.5864987787416828,0.4135012212583172,61,38,6,5,0.7932341634292712,0.7210586213159453,0.7872276751163827,0.49510701399656754,0.48286367098248284,0.0,0.2537365819415601,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[ 6. 22. 25. 28. 48. 51. 58. 65. 82. 85. 91.]
8,0.6442943103186068,0.6593835379067401,0.6401622718052739,[0 1],0.6162271805273833,0.38377281947261666,0.5759720256431604,0.4240279743568396,60,39,7,4,0.6971288276614609,0.5203010506690816,0.6481342971669398,0.29527730997639057,0.0,0.0,0.3415588835942818,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[ 1. 15. 21. 41. 56. 60. 73. 74. 78. 88. 94.]
9,0.7025909535224849,0.7933850551245406,0.6229508196721312,[0 1],0.9124441132637854,0.0875558867362146,0.5422005629542495,0.45779943704575055,57,42,10,1,0.8365290218326195,0.22699992941304448,0.6036058540421015,0.19913621838437212,0.0,0.0,0.2458545742559346,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[  8.  10.  13.  14.  49.  53.  66.  75.  84.  96. 104.]
