,hrv_max,hrv_lineintegral,hrv_svd_entropy,hrv_peaks,hrv_n_sign_changes,hrv_entropy,hrv_rms,hrv_kurtosis,hrv_n_above_mean,hrv_pct_95,hrv_perm_entropy,hrv_iqr,hrv_n_below_mean,hrv_ptp,hrv_std,hrv_energy,hrv_mean,hrv_sum,hrv_skewness,hrv_iqr_5_95,hrv_pct_5,hrv_min
0,-0.005642540620384029 +/- 0.003327783205770238,0.021713441654357457 +/- 0.006787292879838989,-0.020413589364844907 +/- 0.0050799524319116406,-0.0019793205317577443 +/- 0.001218410081376731,0.0 +/- 0.0,-0.013618906942392938 +/- 0.0029496271695257023,-0.007237813884785805 +/- 0.002009079838808803,-0.0065583456425406085 +/- 0.0022606944129641544,-0.004431314623338234 +/- 0.0017626509766825668,-0.012407680945347156 +/- 0.0026257590597682737,-0.008035450516986686 +/- 0.0023700054499417164,-0.012200886262924693 +/- 0.0029425174823694907,-0.006440177252584911 +/- 0.0018392180107856388,-0.01214180206794686 +/- 0.0035535349016727635,-0.01760709010339736 +/- 0.0018786544278386482,-0.012968980797636653 +/- 0.0026139331318432895,-0.009807976366322024 +/- 0.0017666075495097607,-0.014298375184638135 +/- 0.002433236074679361,-0.00862629246676514 +/- 0.002929885085546246,-0.010546528803545074 +/- 0.002846025017223383,-0.02082717872968981 +/- 0.0014183283762667937,-0.016336779911373733 +/- 0.003047421649749549
