,hrv_max,hrv_lineintegral,hrv_svd_entropy,hrv_peaks,hrv_n_sign_changes,hrv_entropy,hrv_rms,hrv_kurtosis,hrv_n_above_mean,hrv_pct_95,hrv_perm_entropy,hrv_iqr,hrv_n_below_mean,hrv_ptp,hrv_std,hrv_energy,hrv_mean,hrv_sum,hrv_skewness,hrv_iqr_5_95,hrv_pct_5,hrv_min
0,-0.02201591511936335 +/- 0.003365670435132499,0.021839080459770167 +/- 0.003191880573161751,0.07040966696139114 +/- 0.0038028589456576504,-0.007486000589448816 +/- 0.001694088754871776,0.0 +/- 0.0,0.009637488947833828 +/- 0.0025593554777912637,0.009254347185381706 +/- 0.001599134685087019,0.005363984674329558 +/- 0.002360740865841515,0.005865016209843843 +/- 0.002318602937249275,-0.00890067786619505 +/- 0.0040255516838111054,0.0022104332449160657 +/- 0.001879084954824053,0.014942528735632232 +/- 0.002290712355063133,0.006719717064544684 +/- 0.002180960801650459,0.005010315355142991 +/- 0.003718670273053361,0.01485411140583559 +/- 0.002101449274385591,0.005982905982906017 +/- 0.0016622562513649893,0.0038903625110522145 +/- 0.0016185712016205057,0.007633362805776633 +/- 0.0006778661951075677,0.012290008841733025 +/- 0.002248614153871198,0.0035956380783967457 +/- 0.0029789045136441547,0.013380489242558257 +/- 0.0030406649870979084,0.013645741231948182 +/- 0.0020966904110618807
