,hrv_max,hrv_lineintegral,hrv_svd_entropy,hrv_peaks,hrv_n_sign_changes,hrv_entropy,hrv_rms,hrv_kurtosis,hrv_n_above_mean,hrv_pct_95,hrv_perm_entropy,hrv_iqr,hrv_n_below_mean,hrv_ptp,hrv_std,hrv_energy,hrv_mean,hrv_sum,hrv_skewness,hrv_iqr_5_95,hrv_pct_5,hrv_min
0,0.005860231902224999 +/- 0.0052887228967711955,0.011250391726731424 +/- 0.003920274621256175,0.006424318395487283 +/- 0.00399668784422917,-0.002193669696020084 +/- 0.0014765551851318886,0.0 +/- 0.0,-0.003979943591350688 +/- 0.0011645818975908682,0.004042619868379805 +/- 0.002108989201929316,-0.0015669069257286284 +/- 0.002370124776081364,-0.002068317141961784 +/- 0.0026709214356204916,-0.018646192416170514 +/- 0.002824781632297078,-0.0038232528987778404 +/- 0.0033717273973833378,-0.0008147916013789058 +/- 0.0029034747281480203,-0.005170792854904427 +/- 0.002084634079544045,0.001378878094641145 +/- 0.003187259701683771,0.001692259479786884 +/- 0.0029537754103285963,-0.0018176120338452063 +/- 0.0029189924217348875,-0.009338765277342542 +/- 0.0030953452146325797,-0.0038545910372924097 +/- 0.0017167465903857382,-0.0034785333751175427 +/- 0.0025321914036998826,-0.004230648699467288 +/- 0.002325154722851718,-0.00012535255405830004 +/- 0.0029203378896199934,-0.012691946098401774 +/- 0.0037429074090995426
