,hrv_max,hrv_lineintegral,hrv_svd_entropy,hrv_peaks,hrv_n_sign_changes,hrv_entropy,hrv_rms,hrv_kurtosis,hrv_n_above_mean,hrv_pct_95,hrv_perm_entropy,hrv_iqr,hrv_n_below_mean,hrv_ptp,hrv_std,hrv_energy,hrv_mean,hrv_sum,hrv_skewness,hrv_iqr_5_95,hrv_pct_5,hrv_min
0,0.017584369449378367 +/- 0.0037660257889376835,0.026169330965068127 +/- 0.00457311344400889,-0.0013025458851390948 +/- 0.003565202893386514,0.0009769094138543989 +/- 0.001555512688622812,0.0 +/- 0.0,-0.014624037892243879 +/- 0.001236270752979335,0.005091770278271202 +/- 0.0011218055252514225,0.002013025458851425 +/- 0.0024440221954470484,-0.004203670811130799 +/- 0.001750354706819937,-0.004736530491414992 +/- 0.001269840769066148,-0.0016577856719952378 +/- 0.0026285343848931977,0.004055654233274153 +/- 0.0031274610443818122,0.0004736530491415314 +/- 0.002502136957858546,-0.014387211367673148 +/- 0.0025056369413260947,-0.011782119597394869 +/- 0.001949328316536932,-0.0008880994671402797 +/- 0.0015439200485974475,-0.013469508584961465 +/- 0.002405895532655877,-0.003463587921847211 +/- 0.002327393014920182,-0.005654233274126674 +/- 0.0035386798481998956,-0.0236530491415038 +/- 0.0023736247821671014,-0.00852575488454702 +/- 0.0033773737588991505,0.0034339846062759415 +/- 0.002818384898854205
