,hrv_lineintegral,hrv_pct_5,hrv_min,hrv_max,hrv_svd_entropy,hrv_energy,hrv_perm_entropy,hrv_std,hrv_ptp,hrv_mean,hrv_entropy,hrv_pct_95,hrv_n_sign_changes,hrv_peaks,hrv_iqr_5_95,hrv_rms,hrv_n_below_mean,hrv_n_above_mean,hrv_kurtosis,hrv_skewness,hrv_sum,hrv_iqr
0,0.089119804400978 +/- 0.004920822631437351,0.06766503667481662 +/- 0.0038445440570944833,0.03685819070904643 +/- 0.004647487018403523,0.03603300733496332 +/- 0.005871551092879703,0.03386308068459657 +/- 0.004952232053919093,0.021546454767726153 +/- 0.0014545237205734645,0.01809290953545232 +/- 0.004310916303791073,0.014914425427872868 +/- 0.0018680570647843526,0.012561124694376525 +/- 0.0022807375558441985,0.012286063569682138 +/- 0.001189970802807554,0.006601466992665017 +/- 0.0021619485554801024,0.005531784841075793 +/- 0.0050190223155188686,0.0 +/- 0.0,-0.0011002444987774918 +/- 0.0006583331060066574,-0.001161369193154027 +/- 0.002125347023314629,-0.0025061124694376715 +/- 0.0015631677081350368,-0.0030562347188264004 +/- 0.0017342617309426794,-0.005103911980440112 +/- 0.001289788988142353,-0.006876528117359426 +/- 0.002364388195274007,-0.007090464547677278 +/- 0.0019271250330604355,-0.017206601466992676 +/- 0.0013184385458510515,-0.022860635696821528 +/- 0.00323094750278788
