,hrv_lineintegral,hrv_pct_5,hrv_min,hrv_max,hrv_svd_entropy,hrv_energy,hrv_perm_entropy,hrv_std,hrv_ptp,hrv_mean,hrv_entropy,hrv_pct_95,hrv_n_sign_changes,hrv_peaks,hrv_iqr_5_95,hrv_rms,hrv_n_below_mean,hrv_n_above_mean,hrv_kurtosis,hrv_skewness,hrv_sum,hrv_iqr
0,0.04658346333853357 +/- 0.00884493472810596,0.05488299531981282 +/- 0.0026601694436248083,-0.008486739469578763 +/- 0.0055828441176524095,0.06795631825273013 +/- 0.00456605507143257,0.0025897035881435547 +/- 0.0033865932945632594,0.0005304212168487088 +/- 0.0014836185245514757,-0.013447737909516333 +/- 0.0018899304487872367,-0.021528861154446154 +/- 0.001988085157201131,-0.0404680187207488 +/- 0.002797866557228356,0.020842433697347916 +/- 0.001828936148487084,-0.01029641185647423 +/- 0.0013883678914999593,-0.023744149765990617 +/- 0.004796170762547295,0.0 +/- 0.0,-0.0014040561622464698 +/- 0.0014914718755341407,-0.0033697347893915652 +/- 0.0022185820698447556,-0.007332293291731651 +/- 0.0020661258197994825,0.009297971918876779 +/- 0.0012228341929650696,-0.005772230889235552 +/- 0.0006432302068046183,-0.009110764430577189 +/- 0.0014819771715492203,-0.00031201248049919086 +/- 0.002102325182892115,-0.010234009360374385 +/- 0.0029822909567172504,0.010670826833073355 +/- 0.0030975784451771284
