,bvp_n_above_mean,bvp_min,scl_ptp,bvp_svd_entropy,scl_entropy,scl_mean,hrv_min,bvp_n_sign_changes,bvp_skewness,scl_lineintegral,scl_std,hrv_peaks,bvp_n_below_mean,scl_svd_entropy,scl_kurtosis,bvp_peaks,scl_min,hrv_pct_95,hrv_skewness,scl_n_sign_changes,scl_n_above_mean,hrv_n_sign_changes,hrv_iqr_5_95,hrv_entropy,bvp_mean,bvp_kurtosis,bvp_ptp,bvp_iqr_5_95,scl_iqr_5_95,scr_std,scl_perm_entropy,hrv_mean,hrv_n_above_mean,hrv_kurtosis,hrv_lineintegral,hrv_rms,hrv_n_below_mean,scr_svd_entropy,hrv_ptp,hrv_energy,hrv_pct_5,scr_ptp,scr_energy,scr_sum,scl_n_below_mean,scr_entropy,scr_pct_5,scr_pct_95,scr_skewness,scr_rms,scr_peaks,scr_iqr_5_95,scr_iqr,scr_n_sign_changes,scr_n_below_mean,scr_lineintegral,bvp_std,bvp_energy,bvp_rms,bvp_lineintegral,bvp_entropy,scl_skewness,scl_sum,scl_iqr,scr_min,scr_max,scr_mean,scr_kurtosis,bvp_pct_5,bvp_pct_95,scl_peaks,scr_n_above_mean,scr_perm_entropy,hrv_sum,hrv_perm_entropy,hrv_iqr,bvp_sum,bvp_iqr,hrv_svd_entropy,hrv_max,hrv_std,bvp_max,scl_energy,scl_pct_5,scl_max,scl_rms,bvp_perm_entropy,scl_pct_95
0,0.0610816030902945 +/- 0.0046175515865998044,0.0 +/- 0.0,0.0009657170449058117 +/- 0.001601460545801729,0.021052631578947323 +/- 0.004058310263534671,0.003911154031868614 +/- 0.0013733908887810602,-0.0007725736359247337 +/- 0.00023655139959275856,0.0 +/- 0.0,0.001255432158377534 +/- 0.0006549811668879903,0.0 +/- 0.0,0.0 +/- 0.0,0.0044905842588121355 +/- 0.0013665834570820558,0.00468372766779328 +/- 0.0012225001353135987,-0.014099468855625363 +/- 0.0035403771665520785,0.06388218252052143 +/- 0.004570862317542775,-0.0008208594881700226 +/- 0.00022127357290948986,0.0012554321583775451 +/- 0.0020958507401458806,0.001400289715113434 +/- 0.0028109666012221804,0.0 +/- 0.0,-0.0012071463061323674 +/- 0.0015307452905984943,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.001593433124094712 +/- 0.0006845701052031815,0.0 +/- 0.0,-0.005166586190246314 +/- 0.0005733627275247734,0.0 +/- 0.0,0.0230323515210043 +/- 0.0015875695048549999,0.0 +/- 0.0,0.0 +/- 0.0,4.828585224528892e-05 +/- 0.00014485755673586677,0.0 +/- 0.0,0.0 +/- 0.0,-0.001979719942057023 +/- 0.0010231588653026296,0.00970545630130365 +/- 0.0025038903259225766,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.004345726702076247 +/- 0.0006107730874299084,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.004635441815548114 +/- 0.002357615763541033,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,9.657170449057783e-05 +/- 0.00019314340898115567,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0021728633510382012 +/- 0.001018591168987408,-4.828585224532222e-05 +/- 0.0003380009657170652,0.0 +/- 0.0,0.0 +/- 0.0,-0.00420086914534048 +/- 0.0013665834570820694,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0021245774987928012 +/- 0.001633175714658412,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0016900048285853008 +/- 0.0014364533829689682,-0.0009657170449059004 +/- 0.0004318817918879323,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.007629164654756104 +/- 0.0012177228597700172,-0.006904876871076826 +/- 0.001481203442798448,-0.003283437952679913 +/- 0.0018924111967421986,0.0034282955094156907 +/- 0.0009523458678568882,-0.00033800096571708906 +/- 0.0012784357600071348,0.00014485755673585566 +/- 0.00030918031083693333,-0.023322066634476148 +/- 0.003790054940258886,0.015741187831965174 +/- 0.002246200550383954
