,bvp_rms,bvp_std,hrv_rms,hrv_sum,hrv_mean,scr_rms,scr_std,hrv_min,hrv_pct_95,scr_lineintegral,scr_mean,scr_sum,hrv_svd_entropy,hrv_energy,bvp_lineintegral,hrv_max,hrv_iqr_5_95,hrv_pct_5,hrv_entropy,scl_ptp,bvp_max,scr_energy,scl_pct_5,hrv_std,scl_svd_entropy,scl_std,hrv_n_below_mean,bvp_kurtosis,bvp_iqr,scl_entropy,hrv_lineintegral,bvp_pct_95,hrv_n_above_mean,bvp_iqr_5_95,bvp_ptp,scl_lineintegral,bvp_energy,bvp_pct_5,scl_min,hrv_skewness,bvp_peaks,scr_perm_entropy,scr_svd_entropy,scl_rms,scl_sum,scl_mean,scl_energy,scl_perm_entropy,scl_max,scl_skewness,scr_skewness,bvp_skewness,scr_pct_5,bvp_mean,bvp_sum,hrv_peaks,scl_iqr_5_95,scl_kurtosis,hrv_perm_entropy,scl_peaks,bvp_n_sign_changes,scr_entropy,scr_n_sign_changes,hrv_n_sign_changes,bvp_entropy,scl_n_sign_changes,bvp_min,scr_kurtosis,bvp_svd_entropy,scr_min,hrv_iqr,hrv_kurtosis,scr_max,scr_ptp,hrv_ptp,scl_iqr,bvp_perm_entropy,scr_n_below_mean,scl_n_above_mean,scr_n_above_mean,scl_n_below_mean,scr_iqr,scr_pct_95,scr_iqr_5_95,scr_peaks,scl_pct_95,bvp_n_below_mean,bvp_n_above_mean
0,0.4541666666666666 +/- 0.00642115165561763,0.4515547263681592 +/- 0.007985665497891918,0.4154228855721393 +/- 0.005128240827882675,0.3967661691542289 +/- 0.005457067405094603,0.3967661691542289 +/- 0.005457067405094603,0.13588308457711445 +/- 0.002700036485832368,0.045460199004975145 +/- 0.0023835532209871544,0.1848258706467662 +/- 0.006946269654449359,0.1293532338308458 +/- 0.0030969899497484514,0.038059701492537346 +/- 0.0035594746321527654,0.03358208955223886 +/- 0.0024404747351179723,0.03358208955223886 +/- 0.0024404747351179723,0.05211442786069655 +/- 0.004627133143715986,0.07947761194029854 +/- 0.004718178293132021,0.08662935323383089 +/- 0.0060489845719037755,0.12574626865671643 +/- 0.004333644624423975,0.012500000000000022 +/- 0.002334368703871086,0.12213930348258709 +/- 0.005437187312038397,0.08924129353233834 +/- 0.003258255447121819,0.00534825870646769 +/- 0.0015283837969458144,-0.0068407960199004525 +/- 0.003952798154743943,0.0 +/- 0.0,-0.005845771144278566 +/- 0.002175728318972122,-0.0005597014925372678 +/- 0.0021262837061291925,0.0003731343283582378 +/- 0.0023794933420036098,0.0021766169154229242 +/- 0.0010123644649315917,0.0019278606965174472 +/- 0.004053753355157268,-0.0003731343283581712 +/- 0.0013961408159604033,0.05161691542288559 +/- 0.005499425614287108,0.002798507462686617 +/- 0.000845862593826846,0.029291044776119435 +/- 0.004453795838257179,-0.0028606965174128975 +/- 0.0032576619039076837,0.007027363184079638 +/- 0.002609718315716065,0.003669154228855764 +/- 0.0032368193233017883,-0.00851990049751239 +/- 0.004172232118835696,-6.218905472633595e-05 +/- 0.001935868459735491,0.01940298507462689 +/- 0.0033234799044496014,0.012500000000000044 +/- 0.004194420081820221,-0.0034203980099501985 +/- 0.0025069209416351272,-0.0026741293532337894 +/- 0.0021907854420159865,-0.011318407960198961 +/- 0.002168606439572476,0.0006218905472637037 +/- 0.001212287853831965,-0.005223880597014885 +/- 0.0015781812861255587,0.020522388059701514 +/- 0.0027532268185545554,0.005659203980099536 +/- 0.0014834403534672216,0.005659203980099536 +/- 0.0014834403534672216,0.007213930348258723 +/- 0.0015028664146262173,0.0 +/- 0.0,-0.003793532338308414 +/- 0.0014571361335647003,-0.004166666666666629 +/- 0.0010046949267042164,-0.00037313432835820446 +/- 0.0004975124378109347,-6.218905472636927e-05 +/- 0.0004353233830845848,0.0 +/- 0.0,-0.0013059701492536546 +/- 0.00033489830890138275,-0.0013059701492536546 +/- 0.00033489830890138275,-0.0005597014925373233 +/- 0.00018656716417910779,-0.0037313432835820335 +/- 0.0016687074458953703,0.00037313432835821557 +/- 0.0004975124378109541,0.0005597014925373233 +/- 0.0008084577114428003,0.0 +/- 0.0,0.0009950248756219083 +/- 0.0008435733809857448,-0.00018656716417910779 +/- 0.00039820424362145286,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00018656716417910779 +/- 0.00028498605068133834,0.0 +/- 0.0,-0.000808457711442756 +/- 0.0007384541098903859,-0.0001865671641790967 +/- 0.0004857120445215425,0.0 +/- 0.0,-0.0009328358208954834 +/- 0.002582905430011841,0.0 +/- 0.0,-0.003980099502487522 +/- 0.0011864915440509484,-0.003917910447761153 +/- 0.0011483946089937635,-0.0011194029850745912 +/- 0.0024373032266499237,0.0 +/- 0.0,-0.003544776119402937 +/- 0.0012453348504043,-0.0003109452736318352 +/- 0.0004171768614738239,0.00012437810945273853 +/- 0.0005421516098931282,-0.0003109452736318352 +/- 0.0004171768614738239,0.00012437810945273853 +/- 0.0005421516098931282,-0.0009950248756218528 +/- 0.000746268656716385,-0.00018656716417910779 +/- 0.00028498605068133834,-0.00024875621890547707 +/- 0.0003046629033312465,-0.0014303482587064043 +/- 0.0009245067628929314,0.03718905472636819 +/- 0.0032766019582884266,-0.023507462686567115 +/- 0.0021506985653968434,-0.023507462686567115 +/- 0.0021506985653968434
