,hrv_energy,scr_svd_entropy,scl_lineintegral,hrv_pct_5,scl_n_sign_changes,scr_sum,bvp_std,scl_pct_95,scr_lineintegral,bvp_perm_entropy,scl_max,hrv_min,scr_iqr,bvp_iqr_5_95,hrv_skewness,hrv_mean,bvp_rms,scr_kurtosis,bvp_energy,bvp_n_sign_changes,scr_pct_95,hrv_n_above_mean,scr_energy,scr_n_above_mean,hrv_rms,hrv_perm_entropy,hrv_kurtosis,scr_n_below_mean,bvp_skewness,hrv_n_below_mean,scr_pct_5,hrv_max,bvp_svd_entropy,scr_skewness,scr_min,bvp_pct_95,bvp_lineintegral,scl_kurtosis,hrv_peaks,scr_perm_entropy,scl_peaks,bvp_entropy,bvp_sum,bvp_mean,scl_n_below_mean,scr_peaks,scr_entropy,scr_n_sign_changes,hrv_n_sign_changes,scr_iqr_5_95,bvp_pct_5,bvp_min,scl_perm_entropy,hrv_pct_95,scl_skewness,scr_rms,scl_ptp,scl_std,hrv_sum,scr_max,scl_n_above_mean,bvp_iqr,scr_mean,scr_ptp,scr_std,scl_sum,scl_iqr_5_95,hrv_iqr,scl_iqr,bvp_kurtosis,bvp_max,hrv_iqr_5_95,bvp_ptp,scl_mean,hrv_svd_entropy,scl_svd_entropy,hrv_ptp,hrv_entropy,scl_entropy,scl_rms,scl_pct_5,hrv_std,scl_min,bvp_peaks,hrv_lineintegral,scl_energy,bvp_n_above_mean,bvp_n_below_mean
0,-0.00031152647975078994 +/- 0.00041536863966772916,-0.00036344755970924014 +/- 0.000332457125515735,-0.0008307372793354473 +/- 0.0007042917947170771,-0.002855659397715482 +/- 0.0004186011291951331,0.0 +/- 0.0,0.0 +/- 0.00023219812850464283,-5.192107995847239e-05 +/- 0.0005420719890400087,-0.0023883696780893303 +/- 0.0005781686773447377,-0.00031152647975076777 +/- 0.0003444054818645153,-0.0019730010384216177 +/- 0.0009796449773682911,-0.0009865005192108312 +/- 0.0004898224886841684,-0.002128764278297024 +/- 0.0005897101085981383,0.00015576323987538389 +/- 0.00023793227907350348,0.00036344755970922903 +/- 0.0005218003956968085,-0.00036344755970922903 +/- 0.00023793227907350348,0.00020768431983384517 +/- 0.000475864558147007,0.0004672897196261516 +/- 0.000489822488684126,-5.192107995847239e-05 +/- 0.00036344755970925917,0.0006749740394599967 +/- 0.0005218003956968087,0.0015057113187953775 +/- 0.00036344755970922903,0.00015576323987538389 +/- 0.00023793227907350348,-0.00010384215991692259 +/- 0.00020768431983384517,-0.0010903426791277649 +/- 0.0007137968372205533,0.0 +/- 0.0,-0.0007268951194185247 +/- 0.0006649142510314735,0.00036344755970922903 +/- 0.00023793227907350348,-0.00015576323987538389 +/- 0.0002379322790735035,0.0 +/- 0.0,-0.0006230529595015799 +/- 0.0003885417847117617,-0.00010384215991692259 +/- 0.00020768431983384517,-5.192107995846129e-05 +/- 0.00015576323987538386,-0.002492211838006253 +/- 0.0005592071450814447,-0.0005192107995846574 +/- 0.0009851332274667967,-0.00031152647975076777 +/- 0.00025436030558495233,0.0 +/- 0.0,0.00015576323987538389 +/- 0.0004055165979182958,-0.0002596053997923287 +/- 0.000532032750049837,-0.0004672897196261516 +/- 0.00015576323987538386,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00015576323987538389 +/- 0.00023793227907350348,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00015576323987538389 +/- 0.00023793227907350348,-0.00010384215991692259 +/- 0.00045263748115685555,0.00041536863966767923 +/- 0.0008625777635428893,0.0 +/- 0.0,-0.0027518172377985596 +/- 0.0006985266898791917,0.0 +/- 0.0,0.0 +/- 0.0,-0.0012461059190031708 +/- 0.0003444054818645387,-0.00025960539979231757 +/- 0.0004786887049477107,-0.0005192107995846462 +/- 0.00046439625700932284,-0.00015576323987538389 +/- 0.0002379322790735035,-0.00015576323987538389 +/- 0.00023793227907350348,-0.001973001038421629 +/- 0.0008932840360376423,0.00020768431983384517 +/- 0.00025436030558495233,-0.00010384215991692259 +/- 0.0003885417847117143,-0.00036344755970924014 +/- 0.000332457125515735,0.0004672897196261516 +/- 0.00036344755970922903,-0.0006749740394600301 +/- 0.00023793227907355436,-0.001090342679127776 +/- 0.00043128888177146134,-0.0010384215991693147 +/- 0.0003283777424889517,0.0006749740394599967 +/- 0.00033245712551571244,-0.00036344755970924014 +/- 0.000521800395696834,-0.0019210799584631678 +/- 0.0007361083529988437,-0.00031152647975078994 +/- 0.000704291794717064,-0.0012980269989616212 +/- 0.0007433967322573437,-0.002336448598130869 +/- 0.0008452139457995394,-0.00015576323987538389 +/- 0.0003324571255157124,-0.001453790238837016 +/- 0.000688810963729054,-0.0010384215991693035 +/- 0.0005687669340656133,-0.0018691588785047174 +/- 0.00047586455814700696,-0.0028556593977154933 +/- 0.0010952763816058774,-0.0018172377985462562 +/- 0.00047868870494769257,-0.0013499480789200935 +/- 0.00047586455814702637,-0.005295950155763262 +/- 0.0012020599068318103,-0.0011941848390446762 +/- 0.0021032844341151817,-0.001090342679127776 +/- 0.0005420719890400226,-0.002492211838006253 +/- 0.0007976267650953619,-0.012045690550363442 +/- 0.0014085835894341288,-0.015109034267912791 +/- 0.0012813045357479768
