,hrv_rms,bvp_rms,hrv_pct_5,hrv_pct_95,bvp_std,hrv_n_below_mean,hrv_sum,hrv_mean,hrv_n_above_mean,hrv_iqr_5_95,hrv_max,hrv_min,bvp_perm_entropy,hrv_ptp,bvp_n_sign_changes,scr_lineintegral,bvp_skewness,bvp_peaks,bvp_n_below_mean,bvp_n_above_mean,bvp_pct_95,bvp_energy,scl_entropy,bvp_lineintegral,bvp_iqr,hrv_std,bvp_svd_entropy,hrv_entropy,hrv_kurtosis,bvp_kurtosis,scl_pct_5,bvp_min,scl_std,scr_std,scl_skewness,scl_ptp,bvp_max,scr_rms,scr_skewness,scl_iqr_5_95,hrv_lineintegral,hrv_skewness,scr_iqr,bvp_sum,bvp_mean,scl_energy,scr_n_above_mean,scr_n_below_mean,scl_lineintegral,scl_max,scl_pct_95,scr_peaks,scr_energy,scl_min,bvp_entropy,hrv_n_sign_changes,scl_peaks,scr_min,scr_pct_5,scl_rms,scl_mean,scl_sum,scl_iqr,scl_kurtosis,scr_pct_95,scr_mean,scr_iqr_5_95,scr_sum,scr_ptp,scr_max,hrv_perm_entropy,scl_perm_entropy,bvp_pct_5,scl_n_below_mean,scl_n_above_mean,hrv_iqr,scr_entropy,scr_perm_entropy,hrv_svd_entropy,bvp_iqr_5_95,hrv_peaks,scr_n_sign_changes,scl_n_sign_changes,scr_kurtosis,scr_svd_entropy,bvp_ptp,scl_svd_entropy,hrv_energy
0,0.17164272329793878 +/- 0.006846815543307796,0.4438788257339163 +/- 0.006494213122685732,0.09728294815740161 +/- 0.006054606875128251,0.0896002498438476 +/- 0.007636411399306952,0.13413491567770142 +/- 0.0061758226724585785,0.19800124921923798 +/- 0.0065569136649647605,0.3946595877576514 +/- 0.0063021377224897965,0.3946595877576514 +/- 0.0063021377224897965,0.20680824484697063 +/- 0.0057362156022080545,0.08263585259212992 +/- 0.004983586322378197,0.31233603997501563 +/- 0.009951160404138373,0.24747033104309807 +/- 0.0072521991640069,0.0040911930043722846 +/- 0.00286044610619373,0.10081199250468457 +/- 0.0039051840180738457,0.041692692067457834 +/- 0.0061378026255570085,0.0759837601499063 +/- 0.0032904835481456464,0.04341036851967521 +/- 0.004001890938074018,0.028513429106808243 +/- 0.004403497813866337,0.04047470331043097 +/- 0.003089135045316216,0.04047470331043097 +/- 0.003089135045316216,0.12070580886945659 +/- 0.007641263319826796,0.023016864459712683 +/- 0.004596401138990709,0.03154278575890068 +/- 0.0019948431508646372,0.20334166146158653 +/- 0.005931243083436034,0.025046845721424116 +/- 0.005788685693490393,0.2106495940037476 +/- 0.006107535571158689,0.02457838850718299 +/- 0.001561836321055557,0.0411305434103685 +/- 0.00301192043188741,0.0006246096189881367 +/- 0.0014514615913332081,0.004622111180512212 +/- 0.0012861499239209334,0.07835727670206122 +/- 0.005322850465087529,0.1056527170518426 +/- 0.004558045630749634,0.037445346658338555 +/- 0.0037043352747180274,0.06664584634603374 +/- 0.00417181248706973,0.0035602748282323794 +/- 0.0016478333489410382,0.046814490943160515 +/- 0.002801880676746663,-0.0025608994378513604 +/- 0.002103367675263317,0.014803247970018729 +/- 0.003145453669460152,-0.0002498438475952547 +/- 0.00039006858203613,0.011274203622735767 +/- 0.0035702600587617078,0.13963148032479702 +/- 0.007706338708740333,0.0033416614615865313 +/- 0.0018792862440138022,-0.0004059962523422889 +/- 0.0018844690620294434,0.0010618363522798325 +/- 0.0011534156972279523,0.0010618363522798325 +/- 0.0011534156972279523,-0.010805746408494655 +/- 0.0012585535090324812,-0.0003435352904434752 +/- 0.0004928086770162275,-0.0003435352904434752 +/- 0.0004928086770162275,0.0027170518425983945 +/- 0.002374543648378575,0.01980012492192381 +/- 0.0021282604668832897,0.006058713304184915 +/- 0.0012585535090324602,-0.0014678326046221213 +/- 0.0012179887570268665,-0.00046845721424110254 +/- 0.000907835218847516,-0.00521549031855093 +/- 0.002668516218305312,0.0 +/- 0.0,0.0 +/- 0.0,6.246096189881367e-05 +/- 0.00030599497099102996,-0.0002498438475952547 +/- 0.00012492192379762735,0.0006558400999375436 +/- 0.0005489817561288902,-0.0013116801998750871 +/- 0.00205647440763953,-0.00031230480949406836 +/- 0.0,-0.00031230480949406836 +/- 0.0,0.0012179887570268667 +/- 0.00032605579353249916,0.004153653966271109 +/- 0.0008501347650728477,0.0070580886945659 +/- 0.0019211188631142347,0.0155840099937539 +/- 0.002677273850112172,0.008369768894440976 +/- 0.00212183482216899,0.0155840099937539 +/- 0.002677273850112172,0.0017489069331667717 +/- 0.003332162065796163,0.0018738288569644101 +/- 0.0028383679618992734,0.0012179887570268667 +/- 0.0013858031063294157,-0.0011867582760774597 +/- 0.002037414919462861,0.000187382885696441 +/- 0.00031848966355982637,-0.0008744534665833914 +/- 0.0007624332052300929,-0.0008744534665833914 +/- 0.0007624332052300929,0.018519675202998142 +/- 0.0027760015438679625,0.0034665833853841587 +/- 0.001997042133510091,0.0009681449094316119 +/- 0.0015580849073412253,0.0023735165521549194 +/- 0.001641903738675204,0.051842598376014994 +/- 0.003765831429102517,0.004059962523422889 +/- 0.0017048524751975358,0.0027795128044972085 +/- 0.0009206372875067943,-3.123048094940684e-05 +/- 0.00016818128691863026,0.0013116801998750871 +/- 0.0007364038802343333,0.013772642098688304 +/- 0.0023472776294957754,0.042036227357901315 +/- 0.004171812487069702,-0.009212991880074928 +/- 0.0012589409350871946,0.1960337289194254 +/- 0.008672913172705377
