,hrv_lineintegral,bvp_perm_entropy,bvp_n_above_mean,bvp_n_below_mean,scr_lineintegral,scl_svd_entropy,bvp_max,scl_entropy,hrv_svd_entropy,bvp_min,bvp_lineintegral,bvp_svd_entropy,bvp_energy,bvp_std,bvp_pct_95,scl_pct_5,scl_ptp,bvp_peaks,bvp_n_sign_changes,scr_energy,bvp_iqr,bvp_iqr_5_95,hrv_min,scr_max,bvp_rms,scr_rms,hrv_peaks,scr_ptp,hrv_entropy,hrv_mean,scl_std,scr_iqr_5_95,bvp_ptp,hrv_ptp,scl_pct_95,bvp_pct_5,scl_skewness,scl_n_above_mean,bvp_sum,bvp_mean,hrv_n_below_mean,scr_iqr,scr_svd_entropy,scl_n_below_mean,scl_kurtosis,scl_energy,scr_mean,scr_entropy,hrv_n_above_mean,scl_perm_entropy,hrv_skewness,scr_perm_entropy,scl_iqr,scr_pct_95,scr_min,scr_n_above_mean,scr_kurtosis,hrv_iqr,bvp_kurtosis,hrv_n_sign_changes,scl_peaks,bvp_entropy,scr_n_sign_changes,scr_peaks,hrv_std,scl_lineintegral,scr_pct_5,hrv_perm_entropy,hrv_energy,scl_min,scr_n_below_mean,scr_sum,scl_n_sign_changes,hrv_kurtosis,scl_iqr_5_95,scl_rms,scr_skewness,scr_std,scl_max,bvp_skewness,hrv_sum,scl_sum,scl_mean,hrv_iqr_5_95,hrv_pct_5,hrv_pct_95,hrv_rms,hrv_max
0,0.0027170518425983945 +/- 0.0014246714213562925,0.0024359775140537334 +/- 0.0025402497698517046,0.018363522798251118 +/- 0.003870060231020533,0.031324172392254844 +/- 0.002892994602653528,-0.0011867582760774487 +/- 0.001381220761242706,-0.011680199875078045 +/- 0.001194948561505879,-0.0005933791380387076 +/- 0.0025350610710281737,-0.011024359775140501 +/- 0.0013759144766964922,-0.0002498438475952547 +/- 0.0018675723157684143,-0.004747033104309762 +/- 0.0012785440031516694,0.010899437851342942 +/- 0.0015264646358338124,0.003247970018738311 +/- 0.001446075815464123,-0.005902560899437781 +/- 0.0010859049750602018,0.006402248594628401 +/- 0.0008637924226070847,-0.0010618363522798325 +/- 0.0017173925152863976,-0.008119925046845666 +/- 0.0015489814825280866,-0.003841349156776974 +/- 0.001193723601100304,-0.006121174266083651 +/- 0.0034838437894776585,-0.004934415990006191 +/- 0.001395272198856233,-0.0008432229856339846 +/- 0.001471814074696847,0.0023422860712055127 +/- 0.0019415716480161974,0.0040287320424734815 +/- 0.0018761696809338779,-0.010805746408494655 +/- 0.0017897000352148035,0.0028732042473454287 +/- 0.0009348300778948075,-0.0014053716427233076 +/- 0.0011368066660338177,0.000749531542785764 +/- 0.0010926205924132431,-0.0006246096189881367 +/- 0.0006246096189881367,-0.0004059962523422889 +/- 0.001117772027993342,0.004497189256714584 +/- 0.001136377601415389,-0.003747657713928776 +/- 0.0009369144284821606,0.003685196752030007 +/- 0.0007230379077320616,-0.00996252342286067 +/- 0.0017746499244441563,-0.000374765771392882 +/- 0.0014767758173063047,-0.0027795128044971864 +/- 0.0026442831806057832,0.008525921299188065 +/- 0.0009163898033180082,-0.007339163023110495 +/- 0.0015816935992630464,0.0 +/- 0.0005409277974918454,-3.123048094940684e-05 +/- 0.0004059962523422889,0.00015615240474703418 +/- 0.000320017200685811,6.246096189881367e-05 +/- 0.0004996876951905093,-0.00046845721424110254 +/- 0.0003760647900934534,0.0023735165521549194 +/- 0.0013483468547734574,0.0016864459712679692 +/- 0.0008744534665833915,-0.0003435352904434752 +/- 0.00042934812882159946,0.0005933791380387299 +/- 0.0004293481288215994,0.006933166770768317 +/- 0.0014297967698013337,0.001124297314178646 +/- 0.0014050245945286784,-9.36914428482205e-05 +/- 0.00034353529044347516,-0.0006246096189881367 +/- 0.0004190008702373151,-0.00021861336664584784 +/- 0.0008615311820196013,0.0018113678950655964 +/- 0.0003642068641377477,-0.00046845721424110254 +/- 0.0005272311997543489,0.0013116801998750871 +/- 0.000995463925703269,0.0013116801998750871 +/- 0.001207937514416855,0.00021861336664584784 +/- 0.000541828593781936,0.001124297314178646 +/- 0.0009072978792213648,-0.0004996876951905094 +/- 0.0006430749619604666,-0.002841973766396 +/- 0.0012211876824495217,0.00306058713304187 +/- 0.0012319227310003845,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.000187382885696441 +/- 0.00020715957466304951,0.0008744534665833914 +/- 0.0010618363522798325,-0.003185509056839453 +/- 0.0015414069555593738,0.0012179887570268667 +/- 0.0004928086770162277,-0.0014678326046221213 +/- 0.0005767078486139762,-0.0009369144284822051 +/- 0.0012255725715395827,-0.012304809494066182 +/- 0.0024598836561543227,0.0011867582760774597 +/- 0.0005892555360435146,-0.003747657713928765 +/- 0.0015426719594288769,-0.00046845721424110254 +/- 0.0002879308075356949,-0.000374765771392882 +/- 0.0008811202985425348,0.0036539662710805996 +/- 0.0008385834842034757,0.011773891317926333 +/- 0.0012018664212925198,-0.0014053716427233076 +/- 0.0008524262375987679,0.0043098063710181435 +/- 0.0016155549227205063,0.007432854465958827 +/- 0.0013952721988562667,0.0009369144284822051 +/- 0.0014977612502538266,-0.00593379138038721 +/- 0.0019652882851408046,0.00424734540911933 +/- 0.001250779787289252,0.002092442223610258 +/- 0.0014246714213562925,-0.0014053716427233076 +/- 0.001203488374016104,-0.007214241099312868 +/- 0.0013356280312519203,-0.00012492192379762735 +/- 0.0015627727674199737,-0.007307932542161088 +/- 0.00117020574610839,0.00424734540911933 +/- 0.001250779787289252
