,bvp_perm_entropy,bvp_n_below_mean,bvp_kurtosis,hrv_svd_entropy,scl_pct_5,bvp_n_sign_changes,scl_mean,bvp_peaks,hrv_sum,bvp_iqr,bvp_svd_entropy,scl_iqr,scr_mean,bvp_pct_5,scl_ptp,scl_svd_entropy,hrv_lineintegral,scr_lineintegral,hrv_iqr,scl_pct_95,bvp_std,hrv_rms,bvp_n_above_mean,bvp_ptp,hrv_max,scl_min,scr_pct_95,bvp_skewness,hrv_pct_95,hrv_mean,scl_std,scl_sum,bvp_mean,scr_svd_entropy,scl_n_above_mean,scr_max,bvp_pct_95,bvp_sum,bvp_energy,bvp_max,scr_min,hrv_pct_5,scr_n_sign_changes,scr_rms,hrv_peaks,hrv_kurtosis,scr_n_below_mean,scr_n_above_mean,hrv_n_below_mean,hrv_n_above_mean,hrv_iqr_5_95,hrv_n_sign_changes,hrv_entropy,hrv_perm_entropy,scr_perm_entropy,hrv_std,scl_kurtosis,bvp_entropy,scr_peaks,scr_kurtosis,scr_pct_5,scr_iqr_5_95,scl_peaks,scl_iqr_5_95,scr_skewness,scr_sum,scl_n_below_mean,scl_n_sign_changes,scr_ptp,scr_std,scr_entropy,scr_energy,hrv_skewness,hrv_energy,scl_energy,scl_skewness,bvp_rms,scl_max,scl_entropy,scl_lineintegral,hrv_ptp,bvp_min,bvp_lineintegral,hrv_min,scl_rms,scr_iqr,bvp_iqr_5_95,scl_perm_entropy
0,-0.01528356296058957 +/- 0.002630682252496771,-0.003876962512015414 +/- 0.0022586073115766912,0.013809676385773772 +/- 0.001385194894022252,0.04562640179429667 +/- 0.0037808394745273894,-0.03498878564562643 +/- 0.0024351169496955954,-0.005607177186799139 +/- 0.0009849680326138946,-0.007433514899070815 +/- 0.001060746258074126,-0.003716757449535424 +/- 0.0034276396335318924,-0.0016661326497917407 +/- 0.0011798752091971964,0.015475809035565502 +/- 0.0023018295489473433,0.04530599166933672 +/- 0.0033427238335776975,0.0 +/- 0.0,-3.2041012495998e-05 +/- 9.612303748799399e-05,-0.002082665812239692 +/- 0.001391111396737726,0.0 +/- 0.0,0.0711951297661006 +/- 0.006515916265577547,0.032265299583466814 +/- 0.002457150858063173,-0.0001281640499839809 +/- 0.0017851186513532932,0.006824735661646897 +/- 0.0015895055116709397,-0.010893944248638255 +/- 0.001043179788279385,0.002018583787247641 +/- 0.0010917478396283932,-0.002338993912207621 +/- 0.0007452549406993111,0.07513617430310796 +/- 0.005417205735557096,0.02899711630887534 +/- 0.0015647696824190676,0.04854213393143223 +/- 0.002169581162092947,0.0038128804870233733 +/- 0.0005446972124318974,0.004453700736943278 +/- 0.0018925907626558562,0.013297020185837827 +/- 0.002131389730158604,-0.012656199935917989 +/- 0.0016164047748323483,-0.017430310797821237 +/- 0.001635033748436138,-0.0017302146747837476 +/- 0.0005586541420750735,0.0016340916372957093 +/- 0.001636602728500133,0.00016020506247999 +/- 0.00016020506247999,0.0 +/- 0.0,-0.0007049022749119005 +/- 0.0005695734967840682,-0.00016020506247999 +/- 0.00016020506247999,0.0 +/- 0.0,0.000961230374879829 +/- 0.00040529031210103755,0.021595642422300533 +/- 0.0015312788395192038,0.008234540211470654 +/- 0.0014332758248218468,0.0 +/- 0.0,0.0013136815123357625 +/- 0.0018762468403662022,0.0 +/- 0.0,-0.00032041012495998 +/- 0.00028658352803588696,0.0 +/- 0.0,0.0004806151874399145 +/- 0.00043580488653429577,0.0 +/- 0.0,0.0 +/- 0.0,0.0023069528997116118 +/- 0.0006842087953880916,-0.004677987824415264 +/- 0.0007609318863850083,-0.0005446972124319549 +/- 0.000250248307462571,0.0 +/- 0.0,0.0003524511374559336 +/- 0.0003639159465427828,3.20410124959758e-05 +/- 0.0004848685020961923,-0.0008330663248958703 +/- 0.0005004966149251306,0.002819609099647513 +/- 0.0010799294807018736,-0.0001281640499840031 +/- 0.0003844921499519538,0.0 +/- 0.0,0.0 +/- 0.0,0.0001281640499839809 +/- 0.0007874531065328123,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0017942966997757214 +/- 0.0007874531065328196,0.0 +/- 0.0,0.0001602050624799789 +/- 0.00021493764602689038,0.003268183274591463 +/- 0.0015151029051633169,0.0 +/- 0.0,0.0 +/- 0.0,-0.0043255366869593085 +/- 0.0007200322029556096,0.0 +/- 0.0,0.0007049022749118672 +/- 0.0006045486146783912,-0.008170458186478723 +/- 0.0008137407945658704,0.008458827298942628 +/- 0.0007473184101051222,0.003204101249599467 +/- 0.001198864910853564,0.0008330663248958481 +/- 0.0006597648280030029,-6.408202499201821e-05 +/- 0.0010510233557742177,-0.010317206023710368 +/- 0.0014170678876959909,0.010797821211150272 +/- 0.003501277883687263,-0.0007689842999038965 +/- 0.00038449214995192973,0.0 +/- 0.0,0.0033322652995834367 +/- 0.0008739623003515519,0.002915732137135518 +/- 0.0009113401251732281,0.001121435437359808 +/- 0.0013307631949564338,-0.00128164049983982 +/- 0.0011191444534811214,-0.010381288048702354 +/- 0.002012216400910924,0.0028836911246395204 +/- 0.001812513376960063,0.000961230374879829 +/- 0.001043179788279375
