,hrv_rms,bvp_rms,hrv_pct_5,hrv_pct_95,bvp_std,hrv_n_below_mean,hrv_sum,hrv_mean,hrv_n_above_mean,hrv_iqr_5_95,hrv_max,hrv_min,bvp_perm_entropy,hrv_ptp,bvp_n_sign_changes,scr_lineintegral,bvp_skewness,bvp_peaks,bvp_n_below_mean,bvp_n_above_mean,bvp_pct_95,bvp_energy,scl_entropy,bvp_lineintegral,bvp_iqr,hrv_std,bvp_svd_entropy,hrv_entropy,hrv_kurtosis,bvp_kurtosis,scl_pct_5,bvp_min,scl_std,scr_std,scl_skewness,scl_ptp,bvp_max,scr_rms,scr_skewness,scl_iqr_5_95,hrv_lineintegral,hrv_skewness,scr_iqr,bvp_mean,bvp_sum,scl_energy,scr_n_above_mean,scr_n_below_mean,scl_lineintegral,scl_max,scl_pct_95,scr_peaks,scr_energy,scl_min,bvp_entropy,hrv_n_sign_changes,scl_peaks,scr_min,scr_pct_5,scl_rms,scl_mean,scl_sum,scl_iqr,scl_kurtosis,scr_pct_95,scr_mean,scr_iqr_5_95,scr_sum,scr_ptp,scr_max,hrv_perm_entropy,scl_perm_entropy,bvp_pct_5,scl_n_below_mean,scl_n_above_mean,hrv_iqr,scr_entropy,scr_perm_entropy,hrv_svd_entropy,bvp_iqr_5_95,hrv_peaks,scr_n_sign_changes,scl_n_sign_changes,scr_kurtosis,scr_svd_entropy,bvp_ptp,scl_svd_entropy,hrv_energy
0,0.21521948093559753 +/- 0.00927536122200543,0.33383530919577054 +/- 0.005908852682075,0.09762896507529634 +/- 0.006522608989581424,0.10198654277475165 +/- 0.0061063983201485985,0.053252162768343415 +/- 0.0051561147554992325,0.08679910285165007 +/- 0.004692559153324808,0.16062159564242226 +/- 0.0067118847313167845,0.16062159564242226 +/- 0.0067118847313167845,0.058699134892662576 +/- 0.0058025203227631775,0.03140019224607493 +/- 0.006628696208131096,0.16270426145466194 +/- 0.008447897164775345,0.1159884652355014 +/- 0.008255147839971916,-0.03380326818327465 +/- 0.002298258742765679,0.015507850048061466 +/- 0.006261046684049586,0.01826337712271705 +/- 0.004317816219909777,-0.004357577699455351 +/- 0.0014414895071069454,0.002403075937199561 +/- 0.0018195797327139748,0.002947773149631505 +/- 0.003248016891374364,-0.015347644985581587 +/- 0.0036488791213269384,-0.015347644985581587 +/- 0.0036488791213269384,0.0037487984620313552 +/- 0.0024192555823149752,-0.003748798462031444 +/- 0.0027265000191611316,0.0014098045498237232 +/- 0.0030302058103266662,0.0055110541493110675 +/- 0.0018113802018715178,-0.012079461710990103 +/- 0.0020915198872627325,0.1153796859980775 +/- 0.010928240114384744,0.02114706824735658 +/- 0.001959485402296788,0.004197372636975272 +/- 0.005903638067290274,0.0031079782121114508 +/- 0.0012820409499354202,0.003652675424543361 +/- 0.0006901845315135584,-0.0037167574495354573 +/- 0.0010451461986735308,0.01252803588593394 +/- 0.0033618642057330977,-0.009516180711310551 +/- 0.001207822930148716,-0.00506247997436724 +/- 0.0008925593256766292,0.0002563280999679174 +/- 0.0012392873826218163,-0.0021787888497276976 +/- 0.0010703808451451447,-0.0021147068247357125 +/- 0.0009844467475640746,0.001730214674783659 +/- 0.001183350548709983,-3.2041012495998e-05 +/- 9.612303748799399e-05,0.0033322652995834146 +/- 0.0017027017309306641,0.008875360461390536 +/- 0.006928642068542492,-0.002787568087151604 +/- 0.0014116238879788813,9.612303748792738e-05 +/- 0.0005176383986351664,6.40820249919516e-05 +/- 0.00042507206540921296,6.40820249919516e-05 +/- 0.00042507206540921296,0.0 +/- 0.0,-9.61230374880384e-05 +/- 0.0009291893623838722,-9.61230374880384e-05 +/- 0.0009291893623838722,0.0023069528997115897 +/- 0.0011080817985126919,-0.002467157962191646 +/- 0.0005371052423659119,0.0017942966997756549 +/- 0.0006440163807190462,-1.1102230246251566e-17 +/- 0.00014329176401791865,3.20410124959869e-05 +/- 9.612303748796071e-05,0.0012816404998397314 +/- 0.0004752450167956298,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-3.2041012495998e-05 +/- 9.612303748799399e-05,0.0013457225248317273 +/- 0.0005323052779825623,0.0 +/- 0.0,0.0 +/- 0.0,-0.000352451137455978 +/- 0.0003345179913140522,-0.0009932713873759048 +/- 0.0014503646648838498,-0.0004165331624479851 +/- 0.0004974102754328712,-0.0002242870874720082 +/- 0.0003804659431925051,-0.0006728612624159358 +/- 0.000663643549413912,-0.0002242870874720082 +/- 0.0003804659431925051,0.0010893944248637987 +/- 0.0010931574565352137,0.0011214354373597635 +/- 0.0010650926074075454,-0.0008010253123999278 +/- 0.0019450240577733036,0.0016661326497916852 +/- 0.0005695734967840856,0.0033322652995834146 +/- 0.005056392577911924,0.0004165331624478852 +/- 0.0007027142646414926,0.0004165331624478852 +/- 0.0007027142646414926,0.006247997436718955 +/- 0.004479443557649241,-0.002819609099647613 +/- 0.0017063155342126606,-0.00435757769945534 +/- 0.0019128242943414625,0.006376161486702958 +/- 0.002382481441207463,0.004774110861903202 +/- 0.0038058734912332264,0.0036206344120473855 +/- 0.001646608799427044,-0.002242870874719682 +/- 0.0010818290942732512,0.00022428708747193049 +/- 0.0008838906904282821,-0.001473886574815808 +/- 0.000908519505207182,-0.009708426786286506 +/- 0.002337237580882643,0.004517782761935219 +/- 0.0016799393436614325,0.01627683434796535 +/- 0.003928912798710489,-0.002499198974687644 +/- 0.008998677145890525
