,bvp_perm_entropy,bvp_pct_95,hrv_lineintegral,hrv_svd_entropy,bvp_peaks,bvp_energy,scl_ptp,hrv_perm_entropy,scr_pct_95,bvp_max,bvp_n_below_mean,scr_lineintegral,bvp_std,scr_iqr,bvp_pct_5,scr_mean,bvp_min,hrv_std,hrv_iqr_5_95,hrv_ptp,hrv_entropy,scl_min,hrv_iqr,scr_std,scr_energy,scr_rms,bvp_iqr_5_95,bvp_n_above_mean,scl_iqr_5_95,hrv_peaks,bvp_n_sign_changes,scr_iqr_5_95,scr_kurtosis,scr_sum,bvp_lineintegral,scr_n_below_mean,scl_mean,hrv_n_below_mean,bvp_kurtosis,scl_kurtosis,scr_entropy,bvp_rms,scl_n_below_mean,scl_n_above_mean,bvp_sum,scr_perm_entropy,bvp_entropy,scr_n_sign_changes,hrv_n_sign_changes,scl_peaks,scr_min,scr_peaks,hrv_kurtosis,scl_skewness,bvp_mean,scl_max,hrv_skewness,scr_ptp,hrv_n_above_mean,scr_pct_5,scr_svd_entropy,scr_max,hrv_sum,scl_pct_95,scl_iqr,scl_perm_entropy,hrv_pct_95,scr_skewness,scr_n_above_mean,scl_lineintegral,scl_energy,scl_std,hrv_pct_5,bvp_svd_entropy,scl_n_sign_changes,bvp_skewness,bvp_iqr,scl_entropy,scl_sum,hrv_mean,bvp_ptp,scl_pct_5,scl_rms,hrv_rms,hrv_energy,hrv_min,scl_svd_entropy,hrv_max
0,0.013390928725701901 +/- 0.002725709697668364,0.012928108608454147 +/- 0.0021352237305517874,0.010614008022215316 +/- 0.0033833385157353534,0.009842641160135723 +/- 0.0015017702590111612,0.009194692995988851 +/- 0.0027243122560498705,0.007096575131132332 +/- 0.0016326759093271252,0.006942301758716396 +/- 0.0015318965241970263,0.00601666152422089 +/- 0.0014156210733667894,0.005584696081456319 +/- 0.001758716445541505,0.005430422709040372 +/- 0.0019862359690750965,0.005399568034557189 +/- 0.002560194388017153,0.005214439987658093 +/- 0.0010088110289584455,0.005060166615242168 +/- 0.001506517200337404,0.004936747917309437 +/- 0.0015115641732694658,0.004381363776612124 +/- 0.0013853714483581406,0.004165381055229833 +/- 0.0017467670292771477,0.004103671706263479 +/- 0.0018463886825519362,0.0038259796359148 +/- 0.0015253572470605625,0.003733415612465263 +/- 0.002179353703969177,0.0037334156124652408 +/- 0.0019487359055400352,0.0031471767972847454 +/- 0.001039944433591658,0.0029929034248688422 +/- 0.0019613964918621133,0.0028386300524529174 +/- 0.0011773393414587412,0.002530083307621056 +/- 0.0011021642147171697,0.002406664609688336 +/- 0.0012631588701301174,0.002406664609688314 +/- 0.0019258854099755897,0.0022215365627892393 +/- 0.0015290974012173778,0.0021906818883060454 +/- 0.002419486568357349,0.0021906818883060454 +/- 0.001641109058558732,0.00203640851589012 +/- 0.0010158640933757696,0.001265041653810506 +/- 0.0019192004369125435,0.0011107682813945806 +/- 0.001481024375192839,0.0011107682813945806 +/- 0.0003146571745506049,0.001079913606911398 +/- 0.0012740402852244818,0.0010182042579450657 +/- 0.001393934834690101,0.0009873495834618385 +/- 0.000765792881579188,0.0008022215365627528 +/- 0.00166843638810192,0.0006788028386300104 +/- 0.0005982943359970754,0.0005862388151804731 +/- 0.0019042609224571975,0.00046282011724774197 +/- 0.00031616633032888403,0.0003394014193150108 +/- 0.00025629817534457563,0.00033940141931496635 +/- 0.0017478567156147577,0.0002159827213822685 +/- 0.0005353085952760643,0.0001542733724158918 +/- 0.0006054124304334709,9.256402344953729e-05 +/- 0.0005172185934662123,6.17093489663656e-05 +/- 0.0003598242452850993,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.00023899928085203582,0.0 +/- 0.0,-3.0854674483216105e-05 +/- 0.0006239971742103404,-3.0854674483227204e-05 +/- 0.001008811028958455,-0.0001234186979327534 +/- 0.00044069289901530725,-0.0001542733724159584 +/- 0.0020197442578282114,-0.0001851280468991301 +/- 0.0003951326280427823,-0.0001851280468991301 +/- 0.0014219955102502974,-0.0001851280468991412 +/- 0.0007950693444446374,-0.00027769207034870067 +/- 0.000709657513113255,-0.00037025609379823796 +/- 0.0007008834737180351,-0.0005862388151805398 +/- 0.0011163253634758313,-0.000709657513113271 +/- 0.0019516648689748407,-0.0007713668620796477 +/- 0.002488539963150785,-0.0011416229558778523 +/- 0.0015430422400555298,-0.0011416229558778635 +/- 0.0005528069382032967,-0.0013267510027769713 +/- 0.002164450466805993,-0.0014501697007097026 +/- 0.0008169208451017466,-0.0015118790496760793 +/- 0.0009199661534017741,-0.0016044430731256166 +/- 0.001255599503201228,-0.0016044430731256276 +/- 0.0014976440727567583,-0.0020672631903733696 +/- 0.0011129089044659966,-0.0027460660290034465 +/- 0.001551655780398663,-0.0027769207034866405 +/- 0.0019169669320591334,-0.0031471767972848673 +/- 0.000332315014324854,-0.0036099969145325984 +/- 0.0007811779636637982,-0.0037334156124653297 +/- 0.001290374801994841,-0.004319654427645836 +/- 0.002097210178089047,-0.004967602591792719 +/- 0.001681225884088268,-0.005121875964208633 +/- 0.0013812421651094844,-0.005368713360074095 +/- 0.0012123963409064096,-0.005893242826288225 +/- 0.0016236127265563556,-0.007189139154581958 +/- 0.0015976048708422816,-0.007775377969762465 +/- 0.0010490589324282568,-0.00857759950632525 +/- 0.001136189610584484,-0.009441530391854424 +/- 0.001628004437923235,-0.011663066954643652 +/- 0.0025248099408180973,-0.016630669546436327 +/- 0.0023475926641934146
