,scr_std,scr_svd_entropy,scr_sum,scr_mean,scr_lineintegral,scl_ptp,scl_std,scl_max,scl_pct_95,scl_mean,scl_min,scr_rms,scl_entropy,scl_rms,scr_entropy,scr_n_sign_changes,scl_skewness,scl_energy,scl_iqr_5_95,scl_svd_entropy,scl_perm_entropy,scl_pct_5,scl_lineintegral,scr_peaks,scl_peaks,scr_max,scr_ptp,scr_energy,scl_iqr,scr_kurtosis,scr_n_above_mean,scr_n_below_mean,scr_min,scr_pct_95,scr_perm_entropy,scl_n_sign_changes,scr_pct_5,scr_iqr,scr_iqr_5_95,scl_sum,scl_n_above_mean,scl_n_below_mean,scl_kurtosis,scr_skewness
0,0.0419036216701586 +/- 0.006571235677970689,0.08084405866507031 +/- 0.011246670083894622,0.05040407063753366 +/- 0.004310918141248478,0.05040407063753366 +/- 0.004310918141248478,0.04214307093684523 +/- 0.006869575782437448,0.014516611792876355 +/- 0.004458135260331562,0.04348997306195747 +/- 0.005008530181133185,-0.012840466926070071 +/- 0.00392646148389787,0.0026040107752169916 +/- 0.0029932654856332204,-0.01044597425920385 +/- 0.0031829925812856697,-0.021999401376833316 +/- 0.003946488774930732,0.00918886560909904 +/- 0.0021668587605792517,0.006854235258904495 +/- 0.002572861199981027,0.0034420832086201614 +/- 0.002461826401074901,-0.0024842861418736817 +/- 0.002303143801641493,-0.0044896737503741235 +/- 0.0023605799644573822,0.0005387608500448948 +/- 0.0013571725888960903,-0.04648308889554028 +/- 0.004060170178429498,-0.0033822208919485064 +/- 0.001693426538140148,0.028225082310685434 +/- 0.005941240687231894,-0.012421430709368486 +/- 0.0020530680203104156,-0.002753666566896129 +/- 0.0021616845357997874,0.005297815025441466 +/- 0.0027237354085603016,0.008290930859024215 +/- 0.002021406046680992,-0.001646213708470512 +/- 0.0006726191276337669,0.006764441783897013 +/- 0.0024725383332012342,0.00643519904220291 +/- 0.0026273010893299448,0.001346902125112237 +/- 0.0012359067837211916,-0.0008680035917389972 +/- 0.001314587923136646,-0.0038611194253217462 +/- 0.001348231742538781,0.0 +/- 0.00040156862810531845,0.0 +/- 0.00040156862810531845,-2.993115833582749e-05 +/- 0.00020951810835079243,0.00047889853337323984 +/- 0.000899927948421003,-0.0028434600419036116 +/- 0.002200500003078448,-0.0006285543250523773 +/- 0.0009694184220713313,-0.0007482789583956873 +/- 0.0007601571445196198,0.0044896737503741235 +/- 0.002207613159483473,0.0002993115833582749 +/- 0.0009744879135647799,-0.004968572283747363 +/- 0.0023726933472141684,-0.0005387608500448948 +/- 0.0006665985468817721,-0.0005387608500448948 +/- 0.0006665985468817721,0.00727327147560608 +/- 0.0026163667676145012,-0.001227177491768927 +/- 0.0015750161169617268
