,scr_lineintegral,scr_mean,scr_sum,scl_mean,scr_rms,scr_svd_entropy,scr_std,scl_sum,scr_ptp,scr_perm_entropy,scr_n_above_mean,scl_ptp,scl_std,scl_n_below_mean,scl_lineintegral,scr_max,scr_iqr,scl_perm_entropy,scl_kurtosis,scl_iqr_5_95,scr_iqr_5_95,scr_skewness,scr_kurtosis,scr_pct_95,scr_n_below_mean,scr_pct_5,scl_n_sign_changes,scl_energy,scl_n_above_mean,scr_n_sign_changes,scr_peaks,scl_peaks,scr_energy,scl_iqr,scr_min,scr_entropy,scl_skewness,scl_pct_5,scl_min,scl_rms,scl_entropy,scl_svd_entropy,scl_max,scl_pct_95
0,0.03061095283317501 +/- 0.0030364622723950407,-0.011807534029756307 +/- 0.00297646698269492,-0.0068692624248180125 +/- 0.002602890162794763,-0.04197530864197535 +/- 0.0018951097875398145,0.004115226337448508 +/- 0.0018403851666664928,0.007534029756251948 +/- 0.002006075279234559,0.00022158911047795993 +/- 0.0018995990109119988,-0.04457106679328906 +/- 0.0013710926133401371,-0.005951250395694885 +/- 0.0014834282385387818,-0.00015827793605573958 +/- 0.001061760673076814,-0.002785691674580604 +/- 0.0017499556772504342,-0.0023741690408357495 +/- 0.0016156758664355834,0.004811649256093664 +/- 0.001945209432825223,0.0019309908198796744 +/- 0.001707348725566545,0.046343779677112965 +/- 0.002734866865014899,-0.009338398227287149 +/- 0.0017921088768240755,0.009844887622665366 +/- 0.0017988062861887105,-3.1655587211187886e-05 +/- 0.0013389228225740041,0.004906616017727095 +/- 0.0014454510993138097,0.0073440962329850866 +/- 0.0019088082851131958,0.005951250395694818 +/- 0.002228517367115931,-0.009116809116809154 +/- 0.0022642044624561855,-0.006552706552706589 +/- 0.0011151576418999007,-0.0017094017094017478 +/- 0.0010228233251917615,-0.003608736942070312 +/- 0.001395720651158501,0.0008230452674896748 +/- 0.0010706891120789753,0.0011396011396011096 +/- 0.0014241496523205892,-0.025007913896802812 +/- 0.0013128484554180179,-0.0012978790756568936 +/- 0.0014810620532180686,-6.331117442229806e-05 +/- 0.0004652402170528216,-0.0004115226337448652 +/- 0.0002849002849002913,0.0 +/- 0.0,-0.004178537511870884 +/- 0.0014492590240277874,0.011902500791389648 +/- 0.0016521669326622157,-0.0006964229186451565 +/- 0.00034094110839725383,-0.0015511237733460304 +/- 0.0007280785058562999,9.496676163339712e-05 +/- 0.0014647338146576983,-0.00842038619816402 +/- 0.0027640240522878163,-0.016049382716049422 +/- 0.0036836278105937107,-0.02589427033871484 +/- 0.0022906049401868415,0.011965811965811934 +/- 0.003042232042224499,-0.007249129471351734 +/- 0.001953690930574155,-0.01864514086736314 +/- 0.003990236680765904,-0.012598923710034848 +/- 0.004013648840923197
