,scr_lineintegral,scr_mean,scr_sum,scl_mean,scr_rms,scr_svd_entropy,scr_std,scl_sum,scr_ptp,scr_perm_entropy,scr_n_above_mean,scl_ptp,scl_std,scl_n_below_mean,scl_lineintegral,scr_max,scr_iqr,scl_perm_entropy,scl_kurtosis,scl_iqr_5_95,scr_iqr_5_95,scr_skewness,scr_kurtosis,scr_pct_95,scr_n_below_mean,scr_pct_5,scl_n_sign_changes,scl_energy,scl_n_above_mean,scr_n_sign_changes,scr_peaks,scl_peaks,scr_energy,scl_iqr,scr_min,scr_entropy,scl_skewness,scl_pct_5,scl_min,scl_rms,scl_entropy,scl_svd_entropy,scl_max,scl_pct_95
0,-0.012015379685998095 +/- 0.0019077187627816984,0.007529637936558769 +/- 0.0015581949908090773,0.008651073373918594 +/- 0.001922460749759683,0.005190644024351143 +/- 0.001759632197083751,0.0029477731496315 +/- 0.0011711417419094574,0.007529637936558769 +/- 0.0016290578428562893,0.00176225568727969 +/- 0.0027234860621595663,0.0064082024991989565 +/- 0.0012491886375916557,-0.02044216597244476 +/- 0.0014946368202102588,-0.000192246074975988 +/- 0.0006597648280030169,0.0013777635373277476 +/- 0.0006254156134554045,0.0033322652995834367 +/- 0.0015042223126312685,0.008138417173982665 +/- 0.0012005763534248743,0.00038449214995191493 +/- 0.0009264230884204401,0.004325536686959281 +/- 0.0014275340858664193,-0.003941044537007388 +/- 0.00147562690671829,0.004069208586991324 +/- 0.0016403621577917593,0.00032041012495991896 +/- 0.0011552551347209152,0.002242870874719616 +/- 0.0007978147771860769,0.005959628324255023 +/- 0.0017443969995278726,0.004966356936879174 +/- 0.0011122431885747974,-0.0007689842999038965 +/- 0.0011300988201569015,0.002146747837231633 +/- 0.0011556993782038754,0.0026273630246715527 +/- 0.0016698255970260078,0.0008330663248958426 +/- 0.0009308451807967906,0.0007369432874078541 +/- 0.0007984579169738515,3.204101249598135e-05 +/- 0.0003345179913140113,0.003204101249599467 +/- 0.0012975621103054613,0.0009612303748798179 +/- 0.0007164588200896454,6.40820249919849e-05 +/- 0.0001281640499839698,-0.0015700096123037743 +/- 0.00039111040101678495,0.0 +/- 0.0,0.007721884011534741 +/- 0.00079070571478712,-0.00012816404998400866 +/- 0.0010837253781023834,6.40820249919627e-05 +/- 0.0003450922657567756,3.204101249598135e-05 +/- 0.0002661526389912818,0.0027875680871515206 +/- 0.00047632389449914713,-0.002787568087151593 +/- 0.002575467666018408,0.0031079782121114785 +/- 0.0031198470593359405,0.006087792374238998 +/- 0.0016771870975075204,0.003172060237103458 +/- 0.001624008445687174,0.004293495674463288 +/- 0.0016537632682555473,-0.0034283883370714806 +/- 0.002168634573408237,-0.0004165331624479462 +/- 0.0015895055116709363
