,scr_std,scr_svd_entropy,scr_sum,scr_mean,scr_lineintegral,scl_ptp,scl_std,scl_max,scl_pct_95,scl_mean,scl_min,scr_rms,scl_entropy,scl_rms,scr_entropy,scr_n_sign_changes,scl_skewness,scl_energy,scl_iqr_5_95,scl_svd_entropy,scl_perm_entropy,scl_pct_5,scl_lineintegral,scr_peaks,scl_peaks,scr_max,scr_ptp,scr_energy,scl_iqr,scr_kurtosis,scr_n_above_mean,scr_n_below_mean,scr_min,scr_pct_95,scr_perm_entropy,scl_n_sign_changes,scr_pct_5,scr_iqr,scr_iqr_5_95,scl_sum,scl_n_above_mean,scl_n_below_mean,scl_kurtosis,scr_skewness
0,0.01586584972589482 +/- 0.002368831689417192,0.09658174782328276 +/- 0.006467646281887017,0.0005804579168009916 +/- 0.001418897129958089,0.0005804579168009916 +/- 0.001418897129958089,0.01141567236375356 +/- 0.0020251942558023313,-0.000838439213157105 +/- 0.001392262698801879,0.00029022895840046247 +/- 0.0018324505185650165,0.0059013221541437625 +/- 0.0015932433830423212,-0.00035472428248956023 +/- 0.0017392823682891659,0.01654305062882936 +/- 0.002090136139709626,0.002321831667204066 +/- 0.0012220119523699792,0.0015801354401805412 +/- 0.003081128685445328,0.005224121251209257 +/- 0.002905154628714658,0.00029022895840046247 +/- 0.0018773014611838566,0.004030957755562681 +/- 0.0016075386753453041,0.0024185746533375687 +/- 0.0027486284859542104,0.002450822315382073 +/- 0.0018924734925664193,-0.00016123831022253344 +/- 0.00021632389334083065,0.0015801354401805523 +/- 0.002087148806873178,0.05517574975814249 +/- 0.00579103726890888,-0.0038052241212512493 +/- 0.0016303417813304745,-0.0005804579168010915 +/- 0.0014262073129633075,0.0024830699774265885 +/- 0.0023434533762043347,0.00022573363431145356 +/- 0.0007360665727515829,0.0 +/- 0.0,0.0004514672686229848 +/- 0.0013544018058690786,0.0003224766204449669 +/- 0.0014707196712017295,3.224766204449336e-05 +/- 9.674298613348011e-05,0.0 +/- 0.0,0.003966462431473683 +/- 0.0022390655062031503,-0.00035472428248956023 +/- 0.0004661990420768032,-0.00035472428248956023 +/- 0.0004661990420768032,-0.00012899064817801787 +/- 0.0001579806348135042,0.0 +/- 0.0,0.004256691389874168 +/- 0.002484535347856586,0.00041921960657849145 +/- 0.0004571895156000485,-1.1102230246251566e-17 +/- 0.00014421592889387884,0.0009996775233795164 +/- 0.0006024360429625709,0.00012899064817797345 +/- 0.0001579806348134498,-0.0007739438890680961 +/- 0.0012422676739282967,0.0019671073847145728 +/- 0.0013639655583719062,0.0019671073847145728 +/- 0.0013639655583719062,0.015478877781360811 +/- 0.002755241452859581,0.0014833924540470279 +/- 0.0008309641229748407
