,scr_lineintegral,scl_min,scr_mean,scl_rms,scl_sum,scr_iqr,scr_iqr_5_95,scr_sum,scl_pct_95,scr_svd_entropy,scl_ptp,scl_iqr_5_95,scr_std,scl_perm_entropy,scr_ptp,scl_iqr,scl_pct_5,scl_n_sign_changes,scr_n_above_mean,scl_skewness,scl_n_above_mean,scl_std,scr_entropy,scr_min,scr_peaks,scr_n_sign_changes,scl_peaks,scr_energy,scr_skewness,scr_n_below_mean,scl_n_below_mean,scr_kurtosis,scr_rms,scr_pct_95,scl_kurtosis,scl_entropy,scr_perm_entropy,scl_lineintegral,scl_max,scr_max,scl_svd_entropy,scr_pct_5,scl_energy,scl_mean
0,0.1383954154727794 +/- 0.0037859260329446867,-0.0024832855778414652 +/- 0.0037959525146867667,0.008787010506208216 +/- 0.0006708471030151276,0.007386182744348935 +/- 0.0020125413090454087,0.01728748806112703 +/- 0.0016969446636404095,-0.018911174785100283 +/- 0.001715656617040124,0.01649156319643428 +/- 0.0019038416284910486,-0.0015281757402101138 +/- 0.000311937566734541,0.02951289398280803 +/- 0.002858423174183723,0.011206622094874242 +/- 0.0015321501961815989,0.01970709964979308 +/- 0.0019019773360386813,0.0021012416427889312 +/- 0.0001559687833673249,-0.006972301814708681 +/- 0.0017405841366235895,-0.006208213944603613 +/- 0.0014467453381091105,0.017446673034065587 +/- 0.0011461318051575883,-0.0010506208213944435 +/- 0.0015664966061945341,0.05444126074498569 +/- 0.0038574036882167316,0.0 +/- 0.0,-0.00799108564151545 +/- 0.0013837194404394129,0.010983763132760272 +/- 0.0046990584352690585,-0.01069723018147085 +/- 0.001275070639573427,-0.020025469595670153 +/- 0.003191489990705575,0.0 +/- 0.0,-0.00012734797835084466 +/- 0.0003246749133137742,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.011111111111111127 +/- 0.0004817811509207599,0.005030245144858325 +/- 0.001754215512761028,0.0015281757402101249 +/- 0.001189528283493749,0.0028653295128940105 +/- 0.0007259951767584555,-0.0022922636103151705 +/- 0.0013188357323914608,-0.022381407195160775 +/- 0.0017786027027651581,0.011238459089461961 +/- 0.0022469340959686743,-0.0017828716969118031 +/- 0.0012509953966500205,0.009551098376313284 +/- 0.0044866447704432575,0.003470232410060492 +/- 0.002536791227234808,0.045081184336198656 +/- 0.0033789236960003947,0.032410060490289716 +/- 0.0020622903203695083,0.036676217765043 +/- 0.0021204490041829642,0.012352753900031843 +/- 0.005300262023981358,0.0171601400827762 +/- 0.002025843778405976,-0.0004138809296402424 +/- 0.0025391874411449,0.002706144539955424 +/- 0.0010486895314868153
