,scr_lineintegral,scl_min,scr_mean,scl_rms,scl_sum,scr_iqr,scr_iqr_5_95,scr_sum,scl_pct_95,scr_svd_entropy,scl_ptp,scl_iqr_5_95,scr_std,scl_perm_entropy,scr_ptp,scl_iqr,scl_pct_5,scl_n_sign_changes,scr_n_above_mean,scl_skewness,scl_n_above_mean,scl_std,scr_entropy,scr_min,scr_peaks,scr_n_sign_changes,scl_peaks,scr_energy,scr_skewness,scr_n_below_mean,scl_n_below_mean,scr_kurtosis,scr_rms,scr_pct_95,scl_kurtosis,scl_entropy,scr_perm_entropy,scl_lineintegral,scl_max,scr_max,scl_svd_entropy,scr_pct_5,scl_energy,scl_mean
0,0.05672363753627861 +/- 0.005528287724685607,-0.012415349887133187 +/- 0.004813983007655045,0.0074492099322799096 +/- 0.0021217393291965056,-0.040954530796517265 +/- 0.0040354699028598865,-0.018123186069009988 +/- 0.0006084476705615472,-0.013382779748468233 +/- 0.002945855257429038,-0.0006127055788455293 +/- 0.0015224858605756752,0.0014511447920025566 +/- 0.0003883132724537896,0.02267010641728474 +/- 0.0021634792799380084,0.035827152531441475 +/- 0.0026920521333041376,0.0006127055788455293 +/- 0.0022081997182547474,-0.030054821025475666 +/- 0.0034121622873682813,-0.0065462753950338735 +/- 0.0029345372460496872,-0.002547565301515653 +/- 0.0006194573593130904,-0.00048371493066754476 +/- 0.0005813529950764368,0.015446630119316351 +/- 0.003789477637697354,-0.03389229280877136 +/- 0.0038923609370386083,0.0 +/- 0.0,0.0020960980328926016 +/- 0.0006802651760635073,-0.0007739438890680516 +/- 0.0023218316672041365,-0.0026765559496936485 +/- 0.0007072464430655184,0.0028377942599161375 +/- 0.00161753449906282,0.0 +/- 0.0,0.0015801354401805746 +/- 0.0010243392566442074,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0022895840051596617 +/- 0.0008586602357751942,0.0033860045146726693 +/- 0.0017139867482642277,0.003514995162850698 +/- 0.0021412544728841194,0.005675588519832309 +/- 0.0019784407159210574,-0.00835214446952598 +/- 0.001379129621434548,0.0035794904869396625 +/- 0.0012018474784640137,-0.005030635278942297 +/- 0.0036174920767185104,-0.008287649145436959 +/- 0.0011541780179408804,0.03363431151241534 +/- 0.006397809368250046,0.013576265720735236 +/- 0.002541025735967996,0.01834891970332151 +/- 0.002189281402450007,-0.03818123186069013 +/- 0.004237102278144307,0.009706546275395045 +/- 0.002508072151609241,0.026830054821025462 +/- 0.008166748267317132,-0.003579490486939685 +/- 0.0020006549331500778,-0.011867139632376667 +/- 0.0020179926278183977,-0.0037407287971622074 +/- 0.0016328911836403796
