,bvp_rms,bvp_std,bvp_lineintegral,bvp_pct_95,bvp_svd_entropy,bvp_iqr,bvp_energy,bvp_peaks,bvp_min,bvp_pct_5,bvp_n_sign_changes,bvp_skewness,bvp_sum,bvp_mean,bvp_entropy,bvp_max,bvp_kurtosis,bvp_n_below_mean,bvp_n_above_mean,bvp_ptp,bvp_iqr_5_95,bvp_perm_entropy
0,0.37988023952095806 +/- 0.00888853529760747,0.1419760479041916 +/- 0.008746205438774732,0.02928143712574849 +/- 0.0035672744930794046,0.2086826347305389 +/- 0.007191863562553496,0.0017964071856287345 +/- 0.003607753372788527,0.014760479041916163 +/- 0.0030150458755162585,0.027275449101796412 +/- 0.00424780559994577,0.022455089820359264 +/- 0.003741916119752832,0.049550898203592805 +/- 0.004562799597044359,0.011736526946107762 +/- 0.004163291807369748,0.006556886227544889 +/- 0.0026013467497300515,5.988023952093746e-05 +/- 0.003873284222466159,-0.00041916167664673987 +/- 0.0009391848587639531,-0.0003892215568862545 +/- 0.0009660039404132742,0.0 +/- 0.0,0.004131736526946095 +/- 0.00301430250267142,-0.011976047904191656 +/- 0.002664502450453538,0.008622754491017936 +/- 0.0039443764204489685,0.008622754491017936 +/- 0.0039443764204489685,0.025419161676646686 +/- 0.00399551991930713,0.05808383233532931 +/- 0.004620877034903099,0.04047904191616765 +/- 0.003196169136546715
