,bvp_pct_95,bvp_ptp,bvp_perm_entropy,bvp_max,bvp_min,bvp_svd_entropy,bvp_iqr,bvp_pct_5,bvp_mean,bvp_lineintegral,bvp_n_below_mean,bvp_energy,bvp_sum,bvp_entropy,bvp_rms,bvp_peaks,bvp_kurtosis,bvp_n_above_mean,bvp_iqr_5_95,bvp_n_sign_changes,bvp_std,bvp_skewness
0,0.03250557147405281 +/- 0.002418144966795067,0.010506208213944579 +/- 0.0034730060855255283,0.03202801655523715 +/- 0.003902337713096342,0.053517987901942024 +/- 0.003768214628880697,0.0697548551416746 +/- 0.0035749698705277748,-0.02164915631964346 +/- 0.004547232364560871,-1.1102230246251566e-17 +/- 0.0038992195841820775,0.0031200254695956443 +/- 0.0014365506746486455,0.00047755491881562584 +/- 0.00032623211607637006,0.04304361668258513 +/- 0.004533391279548582,0.12384590894619545 +/- 0.00822726092353697,-0.0003183699458771505 +/- 0.0005327348147303928,0.0009232728430435877 +/- 0.0010112945032963315,0.0 +/- 0.0,0.040815027061445366 +/- 0.0022503148101970464,0.01913403374721421 +/- 0.004298465902643094,0.040146450175103446 +/- 0.004281927828066755,0.014517669531996125 +/- 0.0019480494798826415,0.021585482330467975 +/- 0.0024363102794917545,0.034957020057306554 +/- 0.003233610678279423,-0.001146131805157613 +/- 0.0005904882836991741,0.03909582935370898 +/- 0.002941435074804479
