,bvp_n_below_mean,bvp_n_above_mean,bvp_skewness,bvp_lineintegral,bvp_ptp,bvp_pct_95,bvp_kurtosis,bvp_iqr_5_95,bvp_peaks,bvp_svd_entropy,bvp_min,bvp_std,bvp_mean,bvp_entropy,bvp_sum,bvp_pct_5,bvp_rms,bvp_max,bvp_iqr,bvp_energy,bvp_n_sign_changes,bvp_perm_entropy
0,0.05225980245435502 +/- 0.004525844518751447,0.0208919485184077 +/- 0.002842041896550536,0.008620173600718362 +/- 0.0021324768788455193,-0.008530380125710835 +/- 0.0014244841705226882,-0.0059563005088296705 +/- 0.0027771534574710754,-0.004699191858724916 +/- 0.0026638730918886466,-0.005387608500448948 +/- 0.001830456133064424,-0.005058365758754846 +/- 0.0016254024522460839,0.010266387309188874 +/- 0.004252015760060826,-0.01370847051780899 +/- 0.002879620106747836,0.0022149057168512343 +/- 0.001874942803156632,0.0005088296917090673 +/- 0.0012631516220298785,-0.0002993115833582749 +/- 0.0007083004828613703,0.0 +/- 0.0,0.0006884166417240323 +/- 0.0005686920083807223,0.010894941634241272 +/- 0.0018939589367921884,0.0011373840167614446 +/- 0.0012180179556645155,-5.986231667165498e-05 +/- 0.003438307208805586,-0.0038611194253217462 +/- 0.002815597830618108,-0.0023645615085303717 +/- 0.0014131184237189864,0.002933253516911094 +/- 0.0010691751630943843,-0.013977850942831438 +/- 0.0022078160557808995
