,bvp_pct_95,bvp_ptp,bvp_perm_entropy,bvp_max,bvp_min,bvp_svd_entropy,bvp_iqr,bvp_pct_5,bvp_mean,bvp_lineintegral,bvp_n_below_mean,bvp_energy,bvp_sum,bvp_entropy,bvp_rms,bvp_peaks,bvp_kurtosis,bvp_n_above_mean,bvp_iqr_5_95,bvp_n_sign_changes,bvp_std,bvp_skewness
0,-0.003977091950365869 +/- 0.0015796616719448153,-0.009608654152083961 +/- 0.003604711177414832,-0.027585109767737804 +/- 0.0046740289861092925,-0.013172128539611805 +/- 0.004280976949806954,-0.027744193445752453 +/- 0.0037235097265867706,0.004358892777601047 +/- 0.004378819778079907,-0.025517021953547537 +/- 0.004772086098441664,0.0006999681832644267 +/- 0.0023371769229662107,0.005217944638880073 +/- 0.001366268568474958,0.004995227489659576 +/- 0.0028173535230369656,0.02691695832007638 +/- 0.0053508901248896235,0.010754056633789404 +/- 0.0014977540306636782,0.00015908367801465985 +/- 0.0004555463271803028,0.0 +/- 0.0,0.004263442570792258 +/- 0.0005361851589676332,-0.026885141584473405 +/- 0.007282141158065118,-0.02169901368119629 +/- 0.003077518877338542,0.019758192809417773 +/- 0.002931459414066169,-0.0008908685968819386 +/- 0.0011972566161137079,-0.04708876869233214 +/- 0.003981543801708111,0.012726694241170882 +/- 0.002859968826502602,0.005854279350938618 +/- 0.003554941832252857
