,bvp_rms,bvp_std,bvp_lineintegral,bvp_pct_95,bvp_svd_entropy,bvp_iqr,bvp_energy,bvp_peaks,bvp_min,bvp_pct_5,bvp_n_sign_changes,bvp_skewness,bvp_sum,bvp_mean,bvp_entropy,bvp_max,bvp_kurtosis,bvp_n_below_mean,bvp_n_above_mean,bvp_ptp,bvp_iqr_5_95,bvp_perm_entropy
0,0.18527210884353748 +/- 0.005063459567929545,0.25159863945578237 +/- 0.00509080395235365,-0.025510204081632626 +/- 0.005395205458203624,-0.0424489795918367 +/- 0.0037067027825374854,0.020884353741496654 +/- 0.0028465953677425534,0.11275510204081636 +/- 0.003958605049238925,0.06329931972789121 +/- 0.003239159774708852,0.017380952380952407 +/- 0.005093984569199667,-0.006802721088435326 +/- 0.004525215882874188,-0.007857142857142818 +/- 0.0022119306786243754,0.049183673469387804 +/- 0.002755731850412121,0.02363945578231298 +/- 0.0024254825151030068,0.002006802721088485 +/- 0.0013978722849003157,0.002006802721088485 +/- 0.0013978722849003157,0.0 +/- 0.0,0.0014965986394558262 +/- 0.002926751668612107,0.00044217687074834535 +/- 0.0013945578231292347,0.02670068027210889 +/- 0.00492022998009844,0.02670068027210889 +/- 0.00492022998009844,-0.0038095238095237627 +/- 0.0037129398772776045,-0.025068027210884292 +/- 0.003818169247240606,0.033571428571428606 +/- 0.00468610714416531
