,bvp_n_below_mean,bvp_n_above_mean,bvp_skewness,bvp_lineintegral,bvp_ptp,bvp_pct_95,bvp_kurtosis,bvp_iqr_5_95,bvp_peaks,bvp_svd_entropy,bvp_min,bvp_std,bvp_mean,bvp_entropy,bvp_sum,bvp_pct_5,bvp_rms,bvp_max,bvp_iqr,bvp_energy,bvp_n_sign_changes,bvp_perm_entropy
0,0.06745508982035928 +/- 0.00382261585599469,0.04544910179640719 +/- 0.0034936412325304806,-0.014401197604790427 +/- 0.003566394879086707,0.01820359281437125 +/- 0.0017803675146489104,-0.022125748502994026 +/- 0.002679431631356957,0.0006287425149700598 +/- 0.003427980280077825,-0.03128742514970061 +/- 0.0030275072479276476,0.0017664670658682601 +/- 0.002725866629729365,0.07730538922155686 +/- 0.003935275401352749,0.0005089820359281516 +/- 0.0020702028638398258,-0.014970059880239518 +/- 0.0018063596561674565,-0.016077844311377244 +/- 0.0007339910582114629,0.0005988023952095856 +/- 0.0008573545546872294,0.0 +/- 0.0,2.9940119760496487e-05 +/- 0.0004530762260605108,-0.0064670658682634665 +/- 0.001982388665538556,0.0007185628742514937 +/- 0.0016022860072167355,0.002934131736526957 +/- 0.004367154172865822,-0.007514970059880233 +/- 0.0035132150389125994,-0.006407185628742507 +/- 0.0027184573563631687,-0.008353293413173646 +/- 0.0034540311166601926,0.03886227544910179 +/- 0.003777204500098245
