,bvp_rms,bvp_std,bvp_lineintegral,bvp_pct_95,bvp_svd_entropy,bvp_iqr,bvp_energy,bvp_peaks,bvp_min,bvp_pct_5,bvp_n_sign_changes,bvp_skewness,bvp_sum,bvp_mean,bvp_entropy,bvp_max,bvp_kurtosis,bvp_n_below_mean,bvp_n_above_mean,bvp_ptp,bvp_iqr_5_95,bvp_perm_entropy
0,0.27809433364988917 +/- 0.005680833044121031,0.09028173472617913 +/- 0.006220624936785884,0.12329851218740107 +/- 0.004776218664518702,0.07429566318455201 +/- 0.003817222818838561,-0.010889522000633168 +/- 0.0023270624817333576,0.016334283000949624 +/- 0.004299103797749888,-0.001044634377967757 +/- 0.002504795220917802,0.006932573599240243 +/- 0.006497420126532685,0.009718265273820793 +/- 0.0033412768461984995,-0.014593225704336864 +/- 0.002657750015644483,0.008167141500474807 +/- 0.004634706620624542,0.00607787274453937 +/- 0.0017094017094016988,0.00028490028490022465 +/- 0.001572935517417509,0.00031655587211136814 +/- 0.0015827793605571294,0.0 +/- 0.0,-0.002532446976891467 +/- 0.0015508007235094678,0.010256410256410197 +/- 0.0016277252462402504,0.046976891421335834 +/- 0.0037353592909148375,0.046976891421335834 +/- 0.0037353592909148375,-0.008641975308642025 +/- 0.004216376868123255,0.020892687559354185 +/- 0.0029253599372327725,0.02902817347261786 +/- 0.0037563592740695053
