,bvp_pct_95,bvp_ptp,bvp_perm_entropy,bvp_max,bvp_min,bvp_svd_entropy,bvp_iqr,bvp_pct_5,bvp_mean,bvp_lineintegral,bvp_n_below_mean,bvp_energy,bvp_sum,bvp_entropy,bvp_rms,bvp_peaks,bvp_kurtosis,bvp_n_above_mean,bvp_iqr_5_95,bvp_n_sign_changes,bvp_std,bvp_skewness
0,0.0425991615607868 +/- 0.0022409224963678373,0.001418897129958041 +/- 0.003231852903287343,0.040986778458561725 +/- 0.0037453129402308626,0.013253789100290203 +/- 0.004478711524848608,0.08313447275072557 +/- 0.005489306115692552,0.0018381167365365658 +/- 0.002039776149741162,0.015511125443405304 +/- 0.004188349387414803,-0.020445017736214165 +/- 0.002230456815967837,0.0005159625927119826 +/- 0.0005981050303447617,-0.0011286681715576119 +/- 0.0020048089058200035,0.009093840696549449 +/- 0.002181429800101618,0.0029990325701386377 +/- 0.0009126715058423142,6.449532408895343e-05 +/- 0.0003159612696269631,0.0 +/- 0.0,0.015575620767494325 +/- 0.0012983438980456135,0.11802644308287644 +/- 0.005628117856394519,0.021670428893905157 +/- 0.004313961046937292,0.04663011931634953 +/- 0.004386630396164334,0.0015156401160915545 +/- 0.002514697415657131,0.022541115769106713 +/- 0.004015966965636065,0.0010641728474685363 +/- 0.0015333754824854774,0.013092550790067691 +/- 0.0027971942524606945
