,bvp_rms,bvp_std,bvp_lineintegral,bvp_pct_95,bvp_svd_entropy,bvp_iqr,bvp_energy,bvp_peaks,bvp_min,bvp_pct_5,bvp_n_sign_changes,bvp_skewness,bvp_sum,bvp_mean,bvp_entropy,bvp_max,bvp_kurtosis,bvp_n_below_mean,bvp_n_above_mean,bvp_ptp,bvp_iqr_5_95,bvp_perm_entropy
0,0.3949048693969687 +/- 0.0075740140892069305,0.08326346339890356 +/- 0.007530778503667322,0.02950661077071909 +/- 0.003952805763344502,0.08800386971944531 +/- 0.00548674803646762,0.012028377942599155 +/- 0.001784143978538921,-0.008577878103837488 +/- 0.0034164263497320777,-0.0036439858110287383 +/- 0.0051476198591814135,0.0042244437278297076 +/- 0.0018993298062079567,0.034795227346017386 +/- 0.002715130584945725,-0.0067075137052563846 +/- 0.0011428600546062068,0.03595614317961947 +/- 0.003292579467375387,0.005643340857787771 +/- 0.003311475343991303,-0.0001934859722670157 +/- 0.0005622572000697353,-0.0001934859722670157 +/- 0.0005622572000697353,0.0 +/- 0.0,0.005998065140277287 +/- 0.0014218257133214154,0.008448887455659448 +/- 0.001868139098092275,-0.004288939051918772 +/- 0.003260205140889946,-0.004288939051918772 +/- 0.003260205140889946,0.016349564656562378 +/- 0.001789963119816549,0.019638826185101554 +/- 0.005140342067577856,0.00032247662044498915 +/- 0.0029094469058084443
