,bvp_pct_95,bvp_ptp,bvp_perm_entropy,bvp_max,bvp_min,bvp_svd_entropy,bvp_iqr,bvp_pct_5,bvp_mean,bvp_lineintegral,bvp_n_below_mean,bvp_energy,bvp_sum,bvp_entropy,bvp_rms,bvp_peaks,bvp_kurtosis,bvp_n_above_mean,bvp_iqr_5_95,bvp_n_sign_changes,bvp_std,bvp_skewness
0,0.017479796468123254 +/- 0.0025474915092431175,-0.024244238252020378 +/- 0.0015320543420616203,0.004130499850344171 +/- 0.004886760043569855,0.020592636935049313 +/- 0.002882729512800829,-0.03843160730320272 +/- 0.0027795718087384276,0.018916492068242974 +/- 0.004406696042569214,-0.018407662376534017 +/- 0.0035723561607398173,-0.003142771625261986 +/- 0.0017414173250869748,-0.0008979347500748913 +/- 0.0008674873837886953,0.05755761747979639 +/- 0.0047041459995998906,0.07210416043100865 +/- 0.004061052680244671,0.0005387608500448948 +/- 0.0003738400477939764,-0.0009278659084107188 +/- 0.0008300164396206382,0.0 +/- 0.0,0.005627057767135568 +/- 0.0019295733566340786,0.01430709368452554 +/- 0.005422085303429734,0.0035917390002992875 +/- 0.00260246215136597,0.046453157737204376 +/- 0.002333094914086203,0.004250224483687504 +/- 0.0005320679088485817,-0.0212211912601018 +/- 0.0026618544961767698,0.0035618078419634713 +/- 0.0006342298743016167,0.02792577072732706 +/- 0.0019120833587171037
