,bvp_n_below_mean,bvp_n_above_mean,bvp_skewness,bvp_lineintegral,bvp_ptp,bvp_pct_95,bvp_kurtosis,bvp_iqr_5_95,bvp_peaks,bvp_svd_entropy,bvp_min,bvp_std,bvp_mean,bvp_entropy,bvp_sum,bvp_pct_5,bvp_rms,bvp_max,bvp_iqr,bvp_energy,bvp_n_sign_changes,bvp_perm_entropy
0,0.05097102833492519 +/- 0.006048107304237861,0.06892709328239412 +/- 0.006172190771779881,0.009964979305953515 +/- 0.0035823339423969205,-0.0014963387456224165 +/- 0.0020487297730909016,-0.02454632282712512 +/- 0.0024965157491391647,-0.005062082139446034 +/- 0.0019284390602875218,-0.011238459089461961 +/- 0.002746298349341571,-0.010124164278892067 +/- 0.0015841904240209688,0.006080865966252791 +/- 0.003954585349682966,-0.005284941101560014 +/- 0.004243287381482635,-0.01926138172556513 +/- 0.0031428451626771365,-0.015249920407513561 +/- 0.0013982929803245995,-0.0016873607131486779 +/- 0.0007266929137544328,0.0 +/- 0.0,0.000318369945877095 +/- 0.0007927347722374138,-0.01171601400827762 +/- 0.00153215019618161,-0.02024832855778418 +/- 0.0011138399035043626,-0.013148678764724609 +/- 0.0036329066043080463,-0.010474371219356881 +/- 0.0030651272185276326,-0.010060490289716662 +/- 0.0017215543883598373,0.0018465456860872087 +/- 0.0021156635117269974,0.022190385227634512 +/- 0.00301040627825601
