,bvp_n_below_mean,bvp_min,bvp_pct_5,bvp_std,bvp_n_above_mean,scr_sum,scr_mean,scr_pct_95,hrv_pct_5,scr_iqr_5_95,bvp_max,bvp_ptp,scr_lineintegral,scr_rms,hrv_rms,hrv_max,bvp_skewness,hrv_energy,scr_max,scr_std,bvp_rms,scr_iqr,scr_energy,scr_kurtosis,scr_ptp,scr_svd_entropy,hrv_sum,scr_n_below_mean,hrv_skewness,hrv_kurtosis,hrv_perm_entropy,scl_kurtosis,hrv_n_below_mean,bvp_lineintegral,scl_lineintegral,scl_iqr,scr_skewness,scr_n_above_mean,scl_skewness,hrv_mean,scl_n_above_mean,bvp_entropy,scr_entropy,scr_peaks,bvp_sum,scr_min,scl_peaks,scr_n_sign_changes,hrv_n_sign_changes,bvp_mean,scr_pct_5,hrv_n_above_mean,scl_iqr_5_95,hrv_pct_95,hrv_peaks,scr_perm_entropy,scl_ptp,hrv_ptp,bvp_n_sign_changes,bvp_energy,scl_std,bvp_iqr_5_95,scl_perm_entropy,hrv_iqr,bvp_iqr,bvp_pct_95,scl_n_below_mean,hrv_std,hrv_iqr_5_95,scl_energy,hrv_entropy,bvp_kurtosis,hrv_min,bvp_svd_entropy,hrv_svd_entropy,scl_max,bvp_perm_entropy,scl_n_sign_changes,scl_rms,scl_pct_95,hrv_lineintegral,bvp_peaks,scl_mean,scl_min,scl_pct_5,scl_sum,scl_entropy,scl_svd_entropy
0,0.020127981384525893 +/- 0.002429390694336379,-0.006806282722513113 +/- 0.0013278315544518308,-0.010005817335660283 +/- 0.0009307737056428067,0.0009889470622454822 +/- 0.0009030933505677647,0.020244328097731246 +/- 0.0027508063798806106,-0.003490401396160525 +/- 0.0011634671320535084,-0.0015706806282722364 +/- 0.0006907703366514138,-0.0014543339150668855 +/- 0.0007912431942254399,0.000698080279232105 +/- 0.00139616055846421,-0.000698080279232105 +/- 0.0006784120878237632,-0.004770215241419418 +/- 0.000893676061415808,-0.003955788248981939 +/- 0.0011576351798797276,-0.0009889470622454822 +/- 0.0007826424692887482,0.0008726003490401313 +/- 0.0002908667830133771,0.011343804537521818 +/- 0.0008726003490401313,0.0023269342641070168 +/- 0.001103761836009895,0.003955788248981929 +/- 0.0008144269924374558,-0.005991855730075634 +/- 0.0008648091185176939,0.000698080279232105 +/- 0.0005071435652752335,-0.0008726003490401313 +/- 0.0005960995209982258,-0.010762070971495064 +/- 0.001608995542284956,0.000698080279232105 +/- 0.00034904013961605256,-0.0013379872018615345 +/- 0.0003724912296354152,-0.0002326934264107017 +/- 0.000284990080603043,0.00011634671320535084 +/- 0.0004353295388916703,-0.00017452006980802625 +/- 0.0008648091185176476,0.004013961605584626 +/- 0.0014118279347890405,-0.0004653868528214034 +/- 0.0005071435652752336,-0.0035485747527632117 +/- 0.0015269813552538382,0.0004653868528214034 +/- 0.0003490401396160525,-0.00011634671320535084 +/- 0.00023269342641070171,0.0 +/- 0.0,0.00011634671320535084 +/- 0.00023269342641070171,-0.003723094822571227 +/- 0.0009452051663334359,0.0 +/- 0.0007804774790575108,-0.00279232111692842 +/- 0.00139616055846421,0.0002326934264107017 +/- 0.0007449824592708305,0.0 +/- 0.0,0.0 +/- 0.0,0.003315881326352499 +/- 0.0013278315544517998,-0.0003490401396160525 +/- 0.0004653868528214034,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0004072134962187279 +/- 0.00026658381006141923,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0002326934264107017 +/- 0.0004653868528214034,-0.0004653868528214034 +/- 0.00023269342641070171,0.00017452006980802625 +/- 0.0002665838100614192,0.0002326934264107017 +/- 0.0013316489985176834,0.014601512507271652 +/- 0.001829457265097896,-0.00011634671320535084 +/- 0.0002326934264107017,5.817335660267542e-05 +/- 0.00017452006980802625,-0.0003490401396160525 +/- 0.0004653868528214034,0.010005817335660283 +/- 0.001346810576240851,-0.0044211751018033655 +/- 0.0014058226845369145,-0.009482257126236205 +/- 0.0008648091185176476,0.0008726003490401313 +/- 0.0014070257850433633,-0.01297265852239673 +/- 0.0012216404886561838,-0.0003490401396160525 +/- 0.0005932541609764673,0.003199534613147148 +/- 0.0007472502954429905,-0.011285631180919142 +/- 0.001253092450758453,-0.004130308318789977 +/- 0.0012864074687316141,-0.0009889470622454822 +/- 0.00026658381006141923,0.002966841186736446 +/- 0.0006073476735840868,0.0002908667830133771 +/- 0.0005363318474283188,0.0051192553810354815 +/- 0.0013468105762408933,0.004479348458406007 +/- 0.0008247496729934666,0.0004072134962187279 +/- 0.0006907703366514138,0.002617801047120394 +/- 0.0011414436806485397,0.001105293775450833 +/- 0.0016340397795448524,-0.0005235602094240787 +/- 0.0007562536358347806,-0.0027341477603257556 +/- 0.0016047835048439527,-0.005468295520651545 +/- 0.0017873521228315814,-0.006806282722513135 +/- 0.0003724912296354152,0.003723094822571238 +/- 0.0013568241756475483,-0.003374054682955174 +/- 0.0011865083219529345,0.006166375799883672 +/- 0.000744982459270872,0.023152995927865027 +/- 0.003536633892628416,0.004363001745200656 +/- 0.0009820792912236165,-0.0010471204188481575 +/- 0.0011280232361643475,0.000698080279232105 +/- 0.0011576351798797096,0.001687027341477587 +/- 0.0006073476735840868,-0.0054101221640488585 +/- 0.000639906922629478,-0.003606748109365887 +/- 0.0015782036028214707
