,bvp_n_below_mean,bvp_energy,bvp_ptp,bvp_lineintegral,bvp_n_above_mean,bvp_min,hrv_energy,bvp_iqr,bvp_pct_95,bvp_rms,hrv_rms,bvp_std,scr_iqr_5_95,bvp_iqr_5_95,scr_std,hrv_pct_5,scr_max,hrv_sum,hrv_min,bvp_skewness,bvp_pct_5,scl_energy,bvp_max,scl_rms,hrv_mean,hrv_pct_95,scr_energy,scl_lineintegral,scr_ptp,scr_kurtosis,scr_pct_95,bvp_svd_entropy,scr_iqr,scr_perm_entropy,scr_lineintegral,scl_skewness,scl_iqr_5_95,bvp_mean,hrv_ptp,scr_pct_5,scl_kurtosis,scr_sum,hrv_kurtosis,scr_min,scr_entropy,hrv_n_below_mean,bvp_sum,scr_mean,hrv_std,scl_peaks,scr_n_sign_changes,hrv_n_sign_changes,scr_peaks,bvp_entropy,hrv_n_above_mean,hrv_skewness,scr_n_below_mean,scr_rms,scl_n_above_mean,scr_svd_entropy,hrv_perm_entropy,bvp_n_sign_changes,scr_n_above_mean,hrv_peaks,scl_n_below_mean,scr_skewness,bvp_kurtosis,hrv_max,scl_std,scl_perm_entropy,scl_min,hrv_svd_entropy,hrv_iqr,scl_pct_95,scl_ptp,hrv_entropy,bvp_perm_entropy,hrv_iqr_5_95,scl_max,scl_iqr,scl_sum,scl_mean,scl_pct_5,scl_n_sign_changes,hrv_lineintegral,bvp_peaks,scl_entropy,scl_svd_entropy
0,0.01972789115646264 +/- 0.002553400920723361,-0.003767660910517989 +/- 0.0015130122757510182,0.0008372579801151803 +/- 0.001538141125766524,0.005442176870748339 +/- 0.000998366511163714,0.016326530612244948 +/- 0.0015310035414262523,0.0013082155939299401 +/- 0.0016589081616062125,0.006279434850863463 +/- 0.0015698587127158622,-0.006436420722134961 +/- 0.0009078676908894415,0.00010465724751443917 +/- 0.0007690705628832544,-0.0017268445839873747 +/- 0.0008123586968215571,0.006331763474620666 +/- 0.0017426295976291804,0.0018315018315018805 +/- 0.0013082155939299045,-0.000941915227629464 +/- 0.0009873344983837274,-5.232862375713632e-05 +/- 0.0007918757692528255,-0.00010465724751435035 +/- 0.0009873344983837122,-0.0009942438513866557 +/- 0.0010052000372735906,-0.002093144950287762 +/- 0.0008756253548237352,0.0015175300889587074 +/- 0.0010320817856261683,-0.002511773940345308 +/- 0.0007690705628832605,-0.0010989010989010395 +/- 0.0021758893653889984,0.0014652014652015044 +/- 0.001041326464789778,-0.002773417059131289 +/- 0.0006639758001281873,0.0010465724751439697 +/- 0.00191554214732842,-0.004029304029303982 +/- 0.0019162567685610092,0.0023024594453166514 +/- 0.001264578333186253,0.01276818419675566 +/- 0.0016247173936431106,0.0007849293563579662 +/- 0.0007492318714430466,-0.004604918890633136 +/- 0.0013805239098140095,0.0006279434850864019 +/- 0.0003139717425431732,-0.0021978021978021345 +/- 0.0012558869701726854,-0.0009942438513866447 +/- 0.00043467419481515134,0.00026164311878602576 +/- 0.0009138801254093518,-0.0021978021978021458 +/- 0.0008038875717288012,-0.0007326007326006855 +/- 0.000479599758760392,0.0016745159602303051 +/- 0.0008693483896303494,-0.00026164311878595914 +/- 0.00026164311878595914,-0.0026164311878597245 +/- 0.0008437737046885007,-5.232862375719183e-05 +/- 0.00015698587127157548,-0.0010989010989010284 +/- 0.0006802721088435365,-0.0007326007326006855 +/- 0.0005336493473147522,0.0010989010989011394 +/- 0.0006802721088435365,-0.003087388801674451 +/- 0.001108823657792635,0.0004709576138147931 +/- 0.0005463268712145899,0.0 +/- 0.0,0.00010465724751440586 +/- 0.00020931449502881172,-0.00010465724751437255 +/- 0.0003915915632416401,0.0 +/- 0.0,-0.0018838304552589614 +/- 0.0007474022426523116,0.004552590266876033 +/- 0.0009078676908894492,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-5.2328623757180724e-05 +/- 0.00028179826306303467,-0.0003663003663003095 +/- 0.0008453947891890778,0.0007326007326007745 +/- 0.0005336493473147827,-0.0012035583464154453 +/- 0.001194423046626205,-0.0005232862375719072 +/- 0.0005232862375719405,-0.0004186289900575124 +/- 0.0016179617827043599,-0.0009419152276294529 +/- 0.0005635965261260239,0.0014652014652015155 +/- 0.0008693483896303669,-0.00031397174254313984 +/- 0.0004186289900575568,0.0006279434850864129 +/- 0.00020931449502876732,0.00057561486132921 +/- 0.0002817982630630346,-5.2328623757169625e-05 +/- 0.0005463268712145751,0.0012035583464155343 +/- 0.00040869961674027294,0.0028780743066457947 +/- 0.0009433676806551525,-0.0007326007326006855 +/- 0.0011271930522520942,-0.0005756148613291101 +/- 0.0003663003663003427,0.009837781266352753 +/- 0.0024297617511761056,0.0014652014652015266 +/- 0.0009302139630890281,0.00010465724751442806 +/- 0.0011654137860449983,-0.002616431187859691 +/- 0.00132382110315788,-0.0015698587127157993 +/- 0.0018277602508187127,-0.0026164311878597024 +/- 0.0009360828791207931,0.027577184720041913 +/- 0.0014435493693494143,0.002302459445316618 +/- 0.0013685710968730526,0.003192046049188979 +/- 0.0009491552667303629,-0.002145473574044943 +/- 0.0012482323853350533,0.0031920460491889568 +/- 0.0015247307466596883,0.012297226582940923 +/- 0.001675333395455994,0.003139717425431754 +/- 0.0018574818785241996,0.0029304029304029755 +/- 0.0008818576424046413,0.006541077969649434 +/- 0.0013494292996575241,0.019884877027734227 +/- 0.0031484267831483736,-0.001360544217687032 +/- 0.0012860497883248926,-0.0007326007326006855 +/- 0.0013685710968730288
