,bvp_n_below_mean,hrv_max,bvp_iqr_5_95,bvp_n_above_mean,bvp_std,bvp_svd_entropy,scl_min,hrv_energy,bvp_max,bvp_pct_5,hrv_mean,scr_ptp,scl_entropy,hrv_pct_5,bvp_mean,bvp_skewness,scl_rms,scr_svd_entropy,hrv_n_sign_changes,hrv_kurtosis,hrv_iqr,hrv_perm_entropy,hrv_iqr_5_95,hrv_entropy,bvp_ptp,bvp_sum,scl_mean,bvp_entropy,hrv_sum,hrv_ptp,hrv_std,scr_perm_entropy,hrv_n_above_mean,hrv_lineintegral,hrv_peaks,hrv_rms,hrv_n_below_mean,scr_n_sign_changes,scr_iqr,scr_entropy,scl_n_sign_changes,scr_sum,scr_mean,scr_max,scl_perm_entropy,scl_iqr,scr_pct_5,scr_pct_95,scr_n_above_mean,scr_lineintegral,scr_peaks,scr_rms,scr_energy,scr_skewness,scr_n_below_mean,scr_iqr_5_95,bvp_energy,bvp_kurtosis,bvp_rms,bvp_lineintegral,scl_std,scl_iqr_5_95,scl_n_below_mean,scl_lineintegral,scr_min,scl_pct_5,bvp_pct_95,scl_ptp,scl_energy,scl_peaks,scl_skewness,scl_kurtosis,bvp_iqr,scl_sum,hrv_skewness,scl_pct_95,scl_n_above_mean,scl_svd_entropy,hrv_svd_entropy,scr_std,bvp_perm_entropy,scl_max,scr_kurtosis,bvp_peaks,bvp_min,bvp_n_sign_changes,hrv_min,hrv_pct_95
0,0.009000523286237582 +/- 0.002407116692830977,-0.0013605442176870763 +/- 0.0025763545002807286,0.0 +/- 0.0,0.022553636839351122 +/- 0.006440673676690611,0.0 +/- 0.0,-0.0007849293563579329 +/- 0.0012871139587911022,0.006384092098377825 +/- 0.003928482339952595,0.0 +/- 0.0,0.01062271062271064 +/- 0.002269518413626517,0.0032443746729461155 +/- 0.0007690705628832468,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.014599686028257453 +/- 0.002237928286796771,0.0023547880690737875 +/- 0.001053093239010872,0.0005232862375719516 +/- 0.0004053357766831585,0.00528519099947673 +/- 0.0015425853451578883,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.01664050235478807 +/- 0.0012558869701726882,0.0 +/- 0.0,0.0063840920983778025 +/- 0.0006535843012452631,0.0 +/- 0.0,0.0004186289900575568 +/- 0.0003915915632416579,-0.0024594453165881825 +/- 0.000704009630930074,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.016064887493458913 +/- 0.0015531995897075622,0.0 +/- 0.0,0.0 +/- 0.0,0.001151229722658298 +/- 0.0006102513757033327,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00015698587127157548 +/- 0.000239799879380196,-5.232862375719183e-05 +/- 0.00015698587127157548,0.0 +/- 0.0,0.0 +/- 0.0,5.232862375719183e-05 +/- 0.00028179826306301195,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.003349031920460488 +/- 0.0020694631013380544,0.0 +/- 0.0,-0.02040816326530611 +/- 0.0026372795747470756,-0.0001569858712715866 +/- 0.0003350666790912089,0.0 +/- 0.0,0.0 +/- 0.0,0.0006802721088435381 +/- 0.0020273543304877464,0.00031397174254316207 +/- 0.0003471088215965893,0.0 +/- 0.0,0.0 +/- 0.0,-0.001098901098901084 +/- 0.0008257317550004969,-0.001569858712715877 +/- 0.0016213431067325622,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.006436420722135017 +/- 0.0005756148613291465,0.0 +/- 0.0,-0.005703819989534264 +/- 0.0017109139428855863,-0.03197278911564624 +/- 0.0014321226774886378,0.0 +/- 0.0,0.02307692307692306 +/- 0.0023101768764672067,0.0 +/- 0.0,0.001151229722658309 +/- 0.0008372579801151483,0.013553113553113538 +/- 0.0028028805318350684,0.0 +/- 0.0,0.0 +/- 0.0,0.010779696493982194 +/- 0.001738696779260707,0.005023547880690737 +/- 0.002649709869423793,0.007744636316064901 +/- 0.0016679620565681992,0.0030873888016745067 +/- 0.001921964172915426,0.03568812140240711 +/- 0.003232536935945673
