,hrv_rms,bvp_rms,bvp_std,bvp_lineintegral,hrv_std,hrv_svd_entropy,hrv_entropy,scl_entropy,hrv_n_above_mean,scr_rms,bvp_n_sign_changes,bvp_pct_5,bvp_kurtosis,bvp_iqr_5_95,hrv_perm_entropy,scl_kurtosis,scl_iqr_5_95,scl_n_below_mean,scl_n_above_mean,scl_lineintegral,hrv_pct_5,scr_std,bvp_skewness,scl_min,bvp_pct_95,scl_max,scr_entropy,scl_pct_95,scl_sum,scl_mean,bvp_svd_entropy,scr_n_sign_changes,bvp_ptp,scr_lineintegral,scr_n_above_mean,scr_n_below_mean,bvp_sum,bvp_mean,scl_ptp,scr_mean,scr_sum,scl_std,scr_perm_entropy,scr_energy,scl_peaks,bvp_entropy,scr_pct_5,hrv_n_sign_changes,scr_min,scl_iqr,hrv_pct_95,scl_perm_entropy,scr_skewness,scr_peaks,scr_iqr,scl_pct_5,scr_pct_95,scr_iqr_5_95,bvp_iqr,scl_energy,scr_max,scr_ptp,scr_kurtosis,bvp_min,hrv_kurtosis,scl_skewness,scl_rms,bvp_max,hrv_skewness,hrv_peaks,hrv_min,scr_svd_entropy,hrv_n_below_mean,bvp_energy,bvp_perm_entropy,scl_n_sign_changes,scl_svd_entropy,bvp_n_below_mean,bvp_n_above_mean,bvp_peaks,hrv_energy,hrv_iqr_5_95,hrv_ptp,hrv_iqr,hrv_lineintegral,hrv_sum,hrv_mean,hrv_max
0,0.2631139489194499 +/- 0.010182642210378533,0.25579567779960705 +/- 0.006993802558478409,0.11777996070726911 +/- 0.00762420743101464,0.09052062868369347 +/- 0.006549381931197947,0.051571709233791715 +/- 0.0028300314913335995,0.03777013752455792 +/- 0.002234099295784716,0.0365913555992141 +/- 0.0022853418711457486,0.01655206286836932 +/- 0.0014742957779768009,0.011149312377210174 +/- 0.0021301815758547516,0.010707269155206256 +/- 0.0016260260665271983,0.007858546168958725 +/- 0.0009823182711198475,0.00717092337917481 +/- 0.0009624714117026496,0.005157170923379128 +/- 0.0024680441112772326,0.005009823182711171 +/- 0.0010488289049146668,0.004666011787819213 +/- 0.000630905332940325,0.004125736738703323 +/- 0.0011026495245895804,0.0037328094302553684 +/- 0.0014098919542639688,0.0035854616895874105 +/- 0.0008521292521069653,0.0035854616895874105 +/- 0.0008521292521069653,0.003536345776031391 +/- 0.0013682110291929504,0.0032416502946954638 +/- 0.001476748170763554,0.0028978388998034954 +/- 0.0025845426555840744,0.002652259332023554 +/- 0.0013575908606174379,0.002603143418467557 +/- 0.0014742957779767926,0.002554027504911549 +/- 0.0008731035773394707,0.002308447937131586 +/- 0.0012040914216238975,0.0022102161100195916 +/- 0.0006680486497414245,0.0020628683693516225 +/- 0.0006134575636933554,0.0018664047151276564 +/- 0.0004281826074204881,0.0018664047151276564 +/- 0.0004281826074204881,0.001620825147347693 +/- 0.0013726118479844814,0.0014243614931237158 +/- 0.0005995361304387855,0.001277013752455769 +/- 0.0016170999639640786,0.0009823182711197974 +/- 0.0017979376441771358,0.0007367387033398564 +/- 0.00054913260744101,0.0007367387033398564 +/- 0.00054913260744101,0.0006876227897838483 +/- 0.0006662406663187739,0.0006876227897838483 +/- 0.0006662406663187739,0.0006385068762278734 +/- 0.0013188331613062493,0.0005893909626718651 +/- 0.0014865172839314076,0.0005893909626718651 +/- 0.0014865172839314076,0.00024557956777992995 +/- 0.001322486445759942,0.00019646365422392175 +/- 0.001773621815841622,4.911591355598599e-05 +/- 0.00014734774066795797,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-4.911591355599709e-05 +/- 0.00014734774066799128,-9.823182711199419e-05 +/- 0.00019646365422398837,-9.823182711199419e-05 +/- 0.00019646365422398837,-9.823182711200529e-05 +/- 0.00042818260742048803,-0.00019646365422399948 +/- 0.0006289905930680677,-0.00024557956777998546 +/- 0.0002455795677799854,-0.00029469548133596033 +/- 0.0003929273084479379,-0.0004420432220039516 +/- 0.0009933078789860904,-0.0004911591355599487 +/- 0.00031063631239374665,-0.0004911591355599487 +/- 0.00031063631239374665,-0.0005402750491159458 +/- 0.0028167880076502387,-0.0005893909626719318 +/- 0.00029469548133593816,-0.0006385068762279289 +/- 0.00038360754793254146,-0.0006876227897839038 +/- 0.0004501547833944802,-0.0006876227897839038 +/- 0.0007015155627252315,-0.0006876227897839038 +/- 0.00032579811300149534,-0.0013752455795678186 +/- 0.0013504643501834617,-0.0014734774066798018 +/- 0.001406465723308096,-0.001620825147347782 +/- 0.0016444665071496515,-0.0025540275049116268 +/- 0.002732893466256111,-0.0027996070726916122 +/- 0.0017851455643797915,-0.0031434184675835364 +/- 0.000701515562725216,-0.003831041257367418 +/- 0.0028874142351078547,-0.005353634577603195 +/- 0.0017770189111125164,-0.009774066797642467 +/- 0.0018305152410200685,-0.010363457760314377 +/- 0.0010173042817882125,-0.012131630648330071 +/- 0.0014411985020747892,-0.01493123772102164 +/- 0.003411346827934274,-0.022151277013752503 +/- 0.00617553270534835,-0.026277013752455815 +/- 0.0018927159988209792,-0.026277013752455815 +/- 0.0018927159988209792,-0.026277013752455836 +/- 0.0016326886187224478,-0.027406679764243647 +/- 0.008352016321807463,-0.028241650294695518 +/- 0.0018540850774240575,-0.0321709233791749 +/- 0.0036508027375536517,-0.03875245579567784 +/- 0.004334740248275647,-0.03889980353634583 +/- 0.004319967274517867,-0.04238703339882125 +/- 0.004259513712332766,-0.04238703339882125 +/- 0.004259513712332766,-0.04877210216110023 +/- 0.004376831469295501
