,hrv_svd_entropy,hrv_pct_95,hrv_lineintegral,hrv_energy,hrv_iqr,hrv_perm_entropy,hrv_entropy,hrv_mean,hrv_iqr_5_95,hrv_skewness,hrv_ptp,hrv_n_below_mean,hrv_rms,hrv_n_sign_changes,hrv_std,hrv_peaks,hrv_n_above_mean,hrv_kurtosis,hrv_sum,hrv_pct_5,hrv_min,hrv_max
0,0.004727891156462627 +/- 0.0068272516897130205,-0.025782312925170015 +/- 0.0037686092474733535,0.0649319727891157 +/- 0.006402242451558158,0.011938775510204136 +/- 0.0018781547880650964,-0.008503401360544161 +/- 0.0030346541528156966,0.021258503401360585 +/- 0.003378323345805148,0.00023809523809529277 +/- 0.0012640070868069574,-3.401360544214027e-05 +/- 0.0010804340254604392,0.011632653061224529 +/- 0.0024233351198036496,-0.0011224489795917836 +/- 0.005243062403246681,0.01639455782312931 +/- 0.0019168711297422297,-0.003843537414965947 +/- 0.0012911736664015093,0.0022789115646259074 +/- 0.0014354386289802084,0.0 +/- 0.0,0.00326530612244903 +/- 0.0018827690480405655,-0.00020408163265301927 +/- 0.0007482993197278803,-0.0030272108843536925 +/- 0.001828211517058058,0.008911564625850377 +/- 0.0031054999212281097,-0.006734693877550957 +/- 0.00283682441659772,-0.012687074829931932 +/- 0.0023567771702476125,0.04693877551020413 +/- 0.004742428587192756,0.0519727891156463 +/- 0.006171009236014462
