,hrv_lineintegral,hrv_rms,hrv_pct_5,hrv_n_above_mean,hrv_sum,hrv_mean,hrv_ptp,hrv_pct_95,hrv_iqr,hrv_n_below_mean,hrv_iqr_5_95,hrv_max,hrv_entropy,hrv_std,hrv_peaks,hrv_kurtosis,hrv_svd_entropy,hrv_n_sign_changes,hrv_skewness,hrv_perm_entropy,hrv_min,hrv_energy
0,0.11023816888339004 +/- 0.005777067398554919,0.10946489328796782 +/- 0.0059776954443285105,0.08286421280544387 +/- 0.006132538639461905,0.08063717909062788 +/- 0.006064452989105276,0.06755335601608416 +/- 0.0057538355747992175,0.06755335601608416 +/- 0.0057538355747992175,0.06625425301577482 +/- 0.0074296293453770005,0.06566656356325394 +/- 0.003365801393883408,0.0634085988246211 +/- 0.005622303875039526,0.05691308382307454 +/- 0.0052400477408281725,0.044757191463037416 +/- 0.005159179799944474,0.027621404268481274 +/- 0.003485886588031505,0.026384163315805752 +/- 0.005975454328717077,0.02366223321991957 +/- 0.0051223307026536215,0.01772347664707701 +/- 0.0021117079107575835,0.0037735849056603765 +/- 0.0018130963055679491,0.002072378595731517 +/- 0.0026824528049209807,0.0 +/- 0.0,-3.093102381690471e-05 +/- 0.0011105056029085368,-0.0018249304051964233 +/- 0.0019289157844316655,-0.005196412001237249 +/- 0.004589480232846607,-0.02595112898236932 +/- 0.005163628488127748
