,hrv_svd_entropy,hrv_lineintegral,hrv_ptp,hrv_std,hrv_iqr,hrv_kurtosis,hrv_iqr_5_95,hrv_energy,hrv_sum,hrv_skewness,hrv_max,hrv_entropy,hrv_perm_entropy,hrv_n_sign_changes,hrv_n_below_mean,hrv_peaks,hrv_rms,hrv_n_above_mean,hrv_mean,hrv_pct_95,hrv_pct_5,hrv_min
0,0.01978449565998206 +/- 0.0024147971806680814,0.00906914097575574 +/- 0.004988815715444968,0.002454354983537854 +/- 0.0017697390600532091,0.006375336725531255 +/- 0.002353167795390708,0.007422927267285218 +/- 0.0030897307154897084,0.005716851242143051 +/- 0.0022336346251787573,0.0022747680335228893 +/- 0.0029937143968991184,-0.004788985333732398 +/- 0.001671863519158203,-0.011553427117629411 +/- 0.0015564202334630295,-0.003112840466926059 +/- 0.0018653620414106945,-0.006854235258904495 +/- 0.0025763408623771617,0.00739299610894939 +/- 0.0011518635980181855,0.0024842861418736817 +/- 0.0024756162205031,0.0 +/- 0.0,0.0006584854833882048 +/- 0.0018343673685776122,-0.001287039808440582 +/- 0.0014968571984495592,-0.004100568692008366 +/- 0.0027072397662402784,0.0046692607003890885 +/- 0.002443380021784912,-0.006375336725531255 +/- 0.001791124130545002,-0.012750673451062556 +/- 0.0035621851054922398,-0.003052978150254404 +/- 0.0024308818322953465,-0.0013169709667764096 +/- 0.0025510057770323185
