,hrv_svd_entropy,hrv_lineintegral,hrv_ptp,hrv_std,hrv_iqr,hrv_kurtosis,hrv_iqr_5_95,hrv_energy,hrv_sum,hrv_skewness,hrv_max,hrv_entropy,hrv_perm_entropy,hrv_n_sign_changes,hrv_n_below_mean,hrv_peaks,hrv_rms,hrv_n_above_mean,hrv_mean,hrv_pct_95,hrv_pct_5,hrv_min
0,0.007891156462585003 +/- 0.003841580381903547,0.07632653061224487 +/- 0.005734496167539484,0.004727891156462549 +/- 0.0037644626011626037,0.0006462585034013313 +/- 0.002445433941227053,0.008503401360544182 +/- 0.001799830823853469,0.004319727891156422 +/- 0.0020010293986507085,0.006836734693877533 +/- 0.0016414868723828035,-0.006462585034013635 +/- 0.0018126411693162334,0.0016326530612244428 +/- 0.0029132806946073255,-0.009319727891156515 +/- 0.0019192838067572555,0.02789115646258501 +/- 0.004218235645694552,-6.802721088439156e-05 +/- 0.002901342600290637,0.004897959183673428 +/- 0.003187857010574155,0.0 +/- 0.0,-0.0006462585034013979 +/- 0.0012211784402051825,0.0027210884353741304 +/- 0.0016801481680583145,0.006224489795918331 +/- 0.002080398460322877,0.0008163265306122102 +/- 0.0018266287866799391,0.0021768707482992754 +/- 0.003043029829434719,6.802721088432495e-05 +/- 0.003992217891461557,0.0032312925170067787 +/- 0.002640165764670074,0.0027210884353741304 +/- 0.002784133595874997
