,hrv_lineintegral,hrv_rms,hrv_pct_5,hrv_n_above_mean,hrv_sum,hrv_mean,hrv_ptp,hrv_pct_95,hrv_iqr,hrv_n_below_mean,hrv_iqr_5_95,hrv_max,hrv_entropy,hrv_std,hrv_peaks,hrv_kurtosis,hrv_svd_entropy,hrv_n_sign_changes,hrv_skewness,hrv_perm_entropy,hrv_min,hrv_energy
0,0.0958667093880167 +/- 0.006882182746983067,-0.03627042614546615 +/- 0.005112123210555361,-0.05658442806792692 +/- 0.004887068494697232,0.10378083947452743 +/- 0.006103707758149725,0.24248638256968919 +/- 0.005715168251586886,0.24248638256968919 +/- 0.005715168251586886,0.07222044216597248 +/- 0.006429314789456723,-0.059115668055110523 +/- 0.0052477857591026085,0.06395386094200578 +/- 0.006842388038877279,0.060108939442486395 +/- 0.006563638753079976,0.03649471323293817 +/- 0.007061318686549575,0.20352451137455949 +/- 0.008306968496301845,0.02306952899711632 +/- 0.004540336964798015,0.027202819609099683 +/- 0.005464754132453177,0.01694969561038131 +/- 0.0036963998492934936,0.002306952899711656 +/- 0.0016942395471198045,0.01445049663569371 +/- 0.0026047983449795204,0.0 +/- 0.0,0.0010253123998718472 +/- 0.0006842087953880926,0.0012175584748478018 +/- 0.0016698255970260072,0.14867029798141623 +/- 0.007854950767145954,0.04223005446972126 +/- 0.0029253988364020037
