,hrv_svd_entropy,hrv_lineintegral,hrv_ptp,hrv_std,hrv_iqr,hrv_kurtosis,hrv_iqr_5_95,hrv_energy,hrv_sum,hrv_skewness,hrv_max,hrv_entropy,hrv_perm_entropy,hrv_n_sign_changes,hrv_n_below_mean,hrv_peaks,hrv_rms,hrv_n_above_mean,hrv_mean,hrv_pct_95,hrv_pct_5,hrv_min
0,-0.003364306312079457 +/- 0.004477151109414326,0.0474847805190644 +/- 0.006284940772395936,0.006984940724126887 +/- 0.0031680120715945792,0.0010573534123678341 +/- 0.0019066421719720276,0.013297020185837883 +/- 0.0028161480024426195,0.0008330663248958703 +/- 0.002027464533105568,0.0036526754245434167 +/- 0.002436802735255547,-0.006312079461710996 +/- 0.0010534624942501569,-0.004742069849407271 +/- 0.0017770489745417553,-0.0018263377122716973 +/- 0.0018575498930645086,0.03511694969561037 +/- 0.004180584794694026,-0.0017302146747837255 +/- 0.001551261574740169,-0.005286767061839182 +/- 0.0023027213853035367,0.0 +/- 0.0,-0.0033643063120794904 +/- 0.001684821124656838,-0.0018263377122717083 +/- 0.002238518228094662,0.0006087792374238954 +/- 0.0020836514563138814,-0.002306952899711656 +/- 0.001438637893024268,0.0016020506247997335 +/- 0.0018901481837555415,0.005895546299263055 +/- 0.0023553958281947057,0.004357577699455295 +/- 0.0030739339840336697,0.005062479974367174 +/- 0.0026101136628537322
