,hrv_svd_entropy,hrv_pct_95,hrv_lineintegral,hrv_energy,hrv_iqr,hrv_perm_entropy,hrv_entropy,hrv_mean,hrv_iqr_5_95,hrv_skewness,hrv_ptp,hrv_n_below_mean,hrv_rms,hrv_n_sign_changes,hrv_std,hrv_peaks,hrv_n_above_mean,hrv_kurtosis,hrv_sum,hrv_pct_5,hrv_min,hrv_max
0,0.07404887101763069 +/- 0.0048081577610449835,0.06421280544386021 +/- 0.004567329900719389,0.05549025672749771 +/- 0.005177967945027305,0.02517785338694716 +/- 0.0020526644012418154,0.02282709557686361 +/- 0.0049447089658874455,0.01079492731209406 +/- 0.003088304351637643,0.00881534178781319 +/- 0.0029579181366681997,0.00859882462109498 +/- 0.0022037133474243215,0.006309928858645264 +/- 0.001947426692075106,0.004113826167646162 +/- 0.0016544483910072736,0.0017939993813795518 +/- 0.004220243217027048,0.0010516548097742272 +/- 0.001717716471007092,0.0005567584287040295 +/- 0.001014613019910703,0.0 +/- 0.0,-0.00024744819053506005 +/- 0.0013609650479430727,-0.0017012063099288266 +/- 0.0009608552160228074,-0.0021651716671821754 +/- 0.0016771347617353545,-0.004825239715434549 +/- 0.0023360603264459137,-0.006804825239715417 +/- 0.001035150048294554,-0.009712341478502917 +/- 0.0020433213195067868,-0.04104546860501081 +/- 0.0036781916701142258,-0.043767398700896985 +/- 0.005929163429320505
