,hrv_lineintegral,hrv_rms,hrv_pct_5,hrv_n_above_mean,hrv_sum,hrv_mean,hrv_ptp,hrv_pct_95,hrv_iqr,hrv_n_below_mean,hrv_iqr_5_95,hrv_max,hrv_entropy,hrv_std,hrv_peaks,hrv_kurtosis,hrv_svd_entropy,hrv_n_sign_changes,hrv_skewness,hrv_perm_entropy,hrv_min,hrv_energy
0,0.2763601654470252 +/- 0.008598998889892615,0.13954820235443846 +/- 0.005593233711319311,0.1194082087177856 +/- 0.004770494854936304,0.1434616608335985 +/- 0.007332290803223167,0.3181037225580655 +/- 0.005131872772168244,0.3181037225580655 +/- 0.005131872772168244,0.1478205536111995 +/- 0.008153034618159468,0.07998727330575883 +/- 0.003781242002353303,0.14985682468978684 +/- 0.008669111735756352,0.2015590200445434 +/- 0.01048432649180478,0.006140629971364964 +/- 0.0020175423305743186,0.2806554247534203 +/- 0.0048072760669836895,0.0534521158129176 +/- 0.00600485571407627,0.027839643652561273 +/- 0.0046701289056160404,0.004263442570792253 +/- 0.0038764223762056804,0.0075723830734966465 +/- 0.0014143245797577464,0.019599109131403124 +/- 0.0038738100554182586,0.0 +/- 0.0,0.0007954183900731882 +/- 0.0007006909177710958,0.0039770919503659295 +/- 0.0014317531021317278,0.20989500477251033 +/- 0.006720866494089729,0.03681196309258673 +/- 0.0045688876638784
