,hrv_svd_entropy,hrv_pct_95,hrv_lineintegral,hrv_energy,hrv_iqr,hrv_perm_entropy,hrv_entropy,hrv_mean,hrv_iqr_5_95,hrv_skewness,hrv_ptp,hrv_n_below_mean,hrv_rms,hrv_n_sign_changes,hrv_std,hrv_peaks,hrv_n_above_mean,hrv_kurtosis,hrv_sum,hrv_pct_5,hrv_min,hrv_max
0,0.02538162226878175 +/- 0.004285071575737399,0.019126010176593784 +/- 0.003358297306501423,0.04645315773720438 +/- 0.005741479644671746,-0.00011972463334335437 +/- 0.0024507021239699523,0.015085303801257055 +/- 0.0026576441640733953,-0.030918886560909964 +/- 0.004209666058973786,0.006405267883867083 +/- 0.0016018064244549062,0.00038910505836573515 +/- 0.0012416922186586096,-0.011762945225980315 +/- 0.0017144571675090853,0.01562406465130195 +/- 0.0030955243277696145,-0.0020652499251721523 +/- 0.004608718079915725,0.005716851242143051 +/- 0.0013745540261245128,0.011493564800957756 +/- 0.0026911423876670388,0.0 +/- 0.0,0.014337024842861368 +/- 0.002005387608500442,-0.002514217300209609 +/- 0.0010211746249166342,0.008560311284046662 +/- 0.0012571086501047546,-0.0047889853337325095 +/- 0.0021458782794294947,-0.005806644717150644 +/- 0.002299835104734927,-0.0035019455252919274 +/- 0.002450153725322687,0.04630350194552523 +/- 0.00545051242088629,0.061269081113439025 +/- 0.00671426001857556
