,hrv_svd_entropy,hrv_pct_95,hrv_lineintegral,hrv_energy,hrv_iqr,hrv_perm_entropy,hrv_entropy,hrv_mean,hrv_iqr_5_95,hrv_skewness,hrv_ptp,hrv_n_below_mean,hrv_rms,hrv_n_sign_changes,hrv_std,hrv_peaks,hrv_n_above_mean,hrv_kurtosis,hrv_sum,hrv_pct_5,hrv_min,hrv_max
0,-0.008610125765881937 +/- 0.004025278165792823,0.011931634956465719 +/- 0.0034036181365904527,0.044018058690744974 +/- 0.004391487517066784,-0.0046759109964527035 +/- 0.0019944077518305476,-0.015188648822960293 +/- 0.00368654392394549,0.00841663979361501 +/- 0.0022594084560597786,0.04795227346017419 +/- 0.0036170608496401088,-0.006546275395033829 +/- 0.0025638412396389344,0.055949693647210606 +/- 0.0024314395028886514,-0.0017413737504030301 +/- 0.0011464939590216732,-0.011609158336020586 +/- 0.0024895529268776076,-0.007094485649790361 +/- 0.001390768052424861,0.018058690744921037 +/- 0.0021195326314292174,0.0 +/- 0.0,0.020122541115769145 +/- 0.002771048185609918,0.005675588519832364 +/- 0.001534392422234161,-0.0008061915511125117 +/- 0.0010719619566974827,9.67429861335356e-05 +/- 0.001998574709106237,0.001999355046759144 +/- 0.0006417203722067793,-0.0036762334730731537 +/- 0.001707604294727332,-0.010415994840374022 +/- 0.004290393587022234,0.06584972589487266 +/- 0.005445559865285193
