,hrv_lineintegral,hrv_rms,hrv_pct_5,hrv_n_above_mean,hrv_sum,hrv_mean,hrv_ptp,hrv_pct_95,hrv_iqr,hrv_n_below_mean,hrv_iqr_5_95,hrv_max,hrv_entropy,hrv_std,hrv_peaks,hrv_kurtosis,hrv_svd_entropy,hrv_n_sign_changes,hrv_skewness,hrv_perm_entropy,hrv_min,hrv_energy
0,0.1816300541228908 +/- 0.006626761635306796,0.1000318369945877 +/- 0.006873842328974512,0.08003820439350524 +/- 0.006995740384681544,0.07774594078319005 +/- 0.006317537983985956,0.27841451766953196 +/- 0.006767514686243164,0.27841451766953196 +/- 0.006767514686243164,0.10187838268067492 +/- 0.005814937946809737,0.023845908946195447 +/- 0.007296786348273363,0.10846864056033109 +/- 0.007574328134825903,0.14011461318051574 +/- 0.0059959297481258795,0.027984718242597885 +/- 0.005082863679577612,0.23209169054441264 +/- 0.006658424090901013,0.02645654250238776 +/- 0.005595436711893889,0.010665393186883166 +/- 0.005992209558968058,-0.015854823304680056 +/- 0.002562037508911908,0.0005412289079910759 +/- 0.0009122285120595056,0.009009869468322173 +/- 0.002928484374631633,0.0 +/- 0.0,-0.00025469595670170043 +/- 0.0023037316160618333,-0.0021967526265520678 +/- 0.0022756214299278306,0.15905762496020373 +/- 0.008521616314487085,-0.031550461636421535 +/- 0.004267701327160439
