,accy_pct_95,accy_min,accz_pct_95,accy_n_sign_changes,accz_sum,accz_max,accx_perm_entropy,accx_n_sign_changes,accx_min,accx_entropy,accz_pct_5,accx_sum,accx_mean,accz_lineintegral,accx_iqr,accy_rms,accz_mean,accz_iqr_5_95,accx_pct_95,accy_perm_entropy,accy_skewness,accx_std,accz_peaks,accz_svd_entropy,accy_pct_5,accx_energy,accz_skewness,accz_n_below_mean,accx_rms,accy_entropy,accz_energy,accy_svd_entropy,accx_svd_entropy,accx_pct_5,accz_entropy,accy_n_below_mean,accz_rms,accy_kurtosis,accy_peaks,accz_n_above_mean,accx_kurtosis,accy_iqr_5_95,accz_n_sign_changes,accx_n_below_mean,accx_n_above_mean,accy_sum,accz_std,accz_kurtosis,accx_skewness,accy_ptp,accy_lineintegral,accy_std,accz_perm_entropy,accx_lineintegral,accy_energy,accy_iqr,accy_n_above_mean,accz_iqr,accx_peaks,accx_iqr_5_95,accy_mean,accz_ptp,accy_max,accx_max,accz_min,accx_ptp
0,0.0010465724751439142 +/- 0.003157112114913282,-0.004604918890633169 +/- 0.0008693483896303709,-0.002564102564102555 +/- 0.0011332500171484898,0.00041862899005756793 +/- 0.0005127137085888468,-0.007744636316064879 +/- 0.0012338907506594982,-0.010361067503924648 +/- 0.001438799276281273,0.0024594453165881825 +/- 0.0013040225844455052,-0.0038723181580324283 +/- 0.0013685710968730652,-0.002878074306645739 +/- 0.0011989993969010648,0.00015698587127159768 +/- 0.0009078676908894563,-0.006331763474620611 +/- 0.0011805875638595952,-0.0030873888016745067 +/- 0.0007193996381406341,-0.00020931449502876732 +/- 0.001102632522538249,-0.0029827315541601116 +/- 0.0010736935912445582,0.0001569858712715866 +/- 0.00047095761381474744,-0.0065934065934065925 +/- 0.002056188666079387,-0.005232862375719516 +/- 0.0011464627054006843,0.0030873888016745288 +/- 0.0006387522561869832,-0.00041862899005757904 +/- 0.0012775045123740176,-0.003401360544217691 +/- 0.001539030996321569,-0.0010989010989011171 +/- 0.0003663003663003777,-0.0015698587127158659 +/- 0.0004053357766831155,-0.0019361590790161975 +/- 0.0009078676908894453,-0.003610675039246447 +/- 0.0011088236577926282,0.001883830455259039 +/- 0.0011026325225382322,-0.0015698587127158548 +/- 0.001766817688763379,-0.0007326007326007411 +/- 0.0006279434850863482,5.232862375720293e-05 +/- 0.000493667249191859,-0.0013605442176870763 +/- 0.001573343420028554,-0.00031397174254316207 +/- 0.0003471088215965893,-0.015122972265829404 +/- 0.0006802721088435339,-0.00680272108843537 +/- 0.0005232862375719405,-0.004657247514390362 +/- 0.0007565061378755027,-0.008948194662480369 +/- 0.0019781327233318524,-0.0003663003663003539 +/- 0.0007040096309300807,-0.00015698587127157548 +/- 0.0007040096309300698,-0.02208267922553636 +/- 0.0007690705628832514,-0.0003663003663003761 +/- 0.0005756148613291495,-0.001831501831501814 +/- 0.0006721733426826122,-0.0008372579801151359 +/- 0.0005336493473148002,-0.0006279434850863352 +/- 0.00031397174254319535,-0.0041862899005756125 +/- 0.001170103598901013,0.001988487702773434 +/- 0.0005127137085888468,-0.00010465724751437255 +/- 0.000512713708588831,-0.00219780219780219 +/- 0.00116541378604501,-0.0007326007326007522 +/- 0.000881857642404636,-0.0022501308215593816 +/- 0.0009375443677220764,-0.000366300366300365 +/- 0.0004709576138147585,-0.00010465724751438366 +/- 0.00020931449502876732,-0.002982731554160101 +/- 0.0011476563160367085,-0.0018315018315018029 +/- 0.0012216240219705488,-0.0041862899005756125 +/- 0.0010465724751439365,0.0007326007326007522 +/- 0.000912380731248711,-0.00010465724751439476 +/- 0.001041326464789769,-0.0016221873364730467 +/- 0.0015066645786381851,0.00026164311878595914 +/- 0.0009433676806551587,-0.0003663003663003539 +/- 0.0005756148613291636,-0.0012558869701727038 +/- 0.0003471088215965893,0.002302459445316618 +/- 0.000881857642404636,-0.000366300366300365 +/- 0.0006213679794368288,0.0025641025641025663 +/- 0.0008895866038723101,-0.005389848246991102 +/- 0.00132485493471191,-0.007221350078492938 +/- 0.0017637152848092883,-0.0005232862375719516 +/- 0.0008106715533662955,-0.0038199895342752475 +/- 0.0010989010989011045,0.0003139717425431732 +/- 0.0013685710968730576
