,accz_perm_entropy,accz_rms,accx_mean,accy_lineintegral,accx_sum,accy_perm_entropy,accz_energy,accy_rms,accz_svd_entropy,accy_energy,accz_peaks,accx_energy,accy_pct_95,accy_pct_5,accx_std,accy_peaks,accx_svd_entropy,accy_n_sign_changes,accz_n_sign_changes,accx_peaks,accx_entropy,accx_n_above_mean,accz_sum,accz_mean,accy_std,accx_rms,accz_lineintegral,accz_skewness,accz_pct_95,accy_n_above_mean,accx_iqr_5_95,accy_svd_entropy,accz_iqr,accz_max,accx_iqr,accx_skewness,accy_min,accy_sum,accy_mean,accx_n_below_mean,accz_ptp,accy_max,accz_std,accx_n_sign_changes,accy_iqr,accz_n_above_mean,accx_min,accx_pct_95,accz_entropy,accy_entropy,accx_lineintegral,accy_ptp,accz_kurtosis,accy_skewness,accy_n_below_mean,accx_ptp,accy_iqr_5_95,accx_perm_entropy,accz_iqr_5_95,accy_kurtosis,accz_n_below_mean,accz_pct_5,accx_pct_5,accx_kurtosis,accz_min,accx_max
0,0.08079567779960702 +/- 0.005157170923379155,0.06257367387033395 +/- 0.005592316435163171,0.22622789783889977 +/- 0.008792160102756623,-0.009675834970530517 +/- 0.00189016516747484,0.17499999999999996 +/- 0.00673103087536686,0.0004420432220038961 +/- 0.002287452067228867,0.0909626719056974 +/- 0.004796289043510302,-0.00044204322200397383 +/- 0.00034381139489197965,0.11321218074656184 +/- 0.004893138223273886,0.0652259332023575 +/- 0.003790526794022535,0.12342829076620818 +/- 0.004365794176554589,0.143271119842829 +/- 0.005407436795929609,-9.82318271120386e-05 +/- 0.001669941060903729,0.04243614931237718 +/- 0.0022205608163963324,0.0478388998035363 +/- 0.0026008255982070327,0.03163064833005887 +/- 0.0030767111519382816,0.04061886051080543 +/- 0.0021750088237214816,-0.0005893909626719429 +/- 0.0010017720065997827,-0.015225933202357623 +/- 0.0013360972994828327,-0.0014734774066798352 +/- 0.0007919703092631299,0.01694499017681724 +/- 0.0021211024441737856,0.0044695481335952246 +/- 0.0025845426555840463,-0.024852652259332086 +/- 0.0022096703102558197,-0.024852652259332086 +/- 0.0022096703102558197,-0.00368369351669946 +/- 0.004081352143524991,0.062229862475441974 +/- 0.006669825322842589,-0.0006385068762279622 +/- 0.00022507739169726432,0.0 +/- 0.0,0.0 +/- 0.0,0.0009332023575638115 +/- 0.0013796239592522531,0.0053536345776031054 +/- 0.0014644451390840314,0.025491159135559882 +/- 0.0033272179871198424,0.0 +/- 0.0,-0.0008349705304519395 +/- 0.0003144952965340391,0.007514734774066745 +/- 0.0021527118861307502,-0.002603143418467635 +/- 0.0012040914216238667,-0.0004911591355599599 +/- 0.0004911591355599488,0.0019646365422396395 +/- 0.0005380378757418069,0.0019646365422396395 +/- 0.0005380378757418069,0.007760314341846708 +/- 0.0023328766379249314,0.0 +/- 0.0,0.0 +/- 0.0,-0.01890962671905704 +/- 0.0014445423546024288,-0.000540275049115968 +/- 0.00014734774066799128,0.005844793713163021 +/- 0.001040747549136375,0.0016699410609036791 +/- 0.0011869396830642817,0.00014734774066795797 +/- 0.00022507739169721347,0.009577603143418411 +/- 0.0024286316925493396,-0.0017190569744597983 +/- 0.0005491326074409901,-0.00029469548133598256 +/- 0.00024061785292568027,-0.011591355599214193 +/- 0.001321574071421762,-0.00039292730844797674 +/- 0.00019646365422398837,0.0 +/- 0.0,-0.0010314341846759056 +/- 0.0003438113948919368,0.006876227897838849 +/- 0.0013360972994828327,-0.009528487229862515 +/- 0.001145570116865498,0.016404715127701308 +/- 0.0017183551752982178,0.016355599214145346 +/- 0.0021750088237214617,0.0031434184675834366 +/- 0.0008277160877383606,0.0 +/- 0.0,0.004027504911591306 +/- 0.0014701993661194422,0.0037328094302553462 +/- 0.0007980391360153283,-0.0021119842829077085 +/- 0.000852129252106948,0.0006385068762278622 +/- 0.0008233327413673923,-0.0005893909626719651 +/- 0.00019646365422398837,-0.0014243614931238157 +/- 0.0032166236404780023
