,accy_iqr_5_95,accy_pct_95,accz_perm_entropy,accx_lineintegral,accy_min,accz_mean,accy_pct_5,accy_n_sign_changes,accx_svd_entropy,accy_svd_entropy,accx_perm_entropy,accx_pct_95,accy_rms,accz_pct_95,accx_kurtosis,accz_min,accz_pct_5,accz_kurtosis,accy_n_above_mean,accy_sum,accx_skewness,accz_max,accx_mean,accy_skewness,accx_n_sign_changes,accz_n_above_mean,accz_svd_entropy,accz_entropy,accz_std,accz_ptp,accz_skewness,accz_lineintegral,accz_n_sign_changes,accz_iqr,accx_ptp,accx_rms,accx_iqr_5_95,accx_pct_5,accy_entropy,accy_lineintegral,accy_iqr,accy_n_below_mean,accz_sum,accz_energy,accz_rms,accy_kurtosis,accy_std,accx_entropy,accy_energy,accy_peaks,accx_std,accx_min,accx_sum,accx_energy,accy_mean,accx_n_below_mean,accx_n_above_mean,accx_iqr,accz_n_below_mean,accy_ptp,accy_perm_entropy,accy_max,accz_iqr_5_95,accz_peaks,accx_peaks,accx_max
0,0.14690220174091145 +/- 0.005050470728962698,0.1069124423963134 +/- 0.004120511938296108,0.09984639016897083 +/- 0.00438677931195165,0.07644649257552485 +/- 0.0036641660343706595,0.055862775217613944 +/- 0.0028273297884850875,0.05314900153609834 +/- 0.0029750822419526857,0.046287762416794706 +/- 0.0026128726722320773,0.04598054275473633 +/- 0.00407572938906961,0.032206861239119325 +/- 0.003290184091432135,0.0303635432667691 +/- 0.0016834902429875643,0.027291346646185377 +/- 0.003488217374347379,0.01920122887864826 +/- 0.002750240450997602,0.017255504352278583 +/- 0.0024454590755268023,0.01577060931899643 +/- 0.0023441931678975098,0.007680491551459323 +/- 0.001929487320165564,0.006400409626216097 +/- 0.0006964398621984396,0.005785970302099363 +/- 0.0015873015873015682,0.0035842293906810374 +/- 0.0007932377565196976,0.0035842293906810374 +/- 0.0012116906877828214,0.002406554019457252 +/- 0.00046082949308756546,0.0018945212493599816 +/- 0.0005145865653415698,0.001536098310291867 +/- 0.0009159520645160506,0.0007680491551459335 +/- 0.0004720708887502992,0.0006144393241167556 +/- 0.0010189323472673962,0.0004608294930875778 +/- 0.0009287433255103423,5.120327700972593e-05 +/- 0.00048305074920922223,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.00020481310803890373 +/- 0.0003396441157557835,-0.0015873015873015706 +/- 0.0005815574342857547,-0.0022529441884280186 +/- 0.0019185861746231466,-0.0029697900665642376 +/- 0.0015665190517950137,-0.003174603174603141 +/- 0.0006395287248743863,-0.00440348182283663 +/- 0.0010291731306831507,-0.005017921146953386 +/- 0.0016639095554809847,-0.015719406041986673 +/- 0.001430946094468223
