,hrv_svd_entropy,hrv_entropy,hrv_n_sign_changes,hrv_std,hrv_ptp,hrv_iqr,hrv_min,hrv_n_below_mean,hrv_kurtosis,hrv_energy,hrv_n_above_mean,hrv_skewness,hrv_pct_5,hrv_peaks,hrv_mean,hrv_sum,hrv_iqr_5_95,hrv_perm_entropy,hrv_rms,hrv_max,hrv_pct_95,hrv_lineintegral
0,-0.02985930171964569 +/- 0.004322657281373728,-0.009484106305367423 +/- 0.0017251636641216126,0.0 +/- 0.0,-0.014955706096925536 +/- 0.0019781399579053894,-0.010526315789473727 +/- 0.0012721788030988694,-0.01235018238665977 +/- 0.0027677481448440794,-0.029338196977592556 +/- 0.003161607360524744,-0.007972902553413274 +/- 0.001418515642398768,-0.0040125065138093 +/- 0.002161799740770353,-0.0044293903074518306 +/- 0.0015848781996608136,-0.00651380927566445 +/- 0.0012386518315794378,-0.010630536737884356 +/- 0.0016346417031118342,-0.015633142261594634 +/- 0.002058198817939694,-0.0009900990099010465 +/- 0.001243028706813603,-0.008129233976029215 +/- 0.0013017192284311419,-0.007295466388744176 +/- 0.0012549864073780452,-0.010213652944241846 +/- 0.001808165875236847,-0.014747264200104271 +/- 0.0019365194555562243,-0.0054194893173528215 +/- 0.0010980358262483185,-0.012089630015633169 +/- 0.0012506513809275597,-0.008546117769671745 +/- 0.003664074170140064,-0.010369984366857776 +/- 0.003930456482153837
