,hrv_ptp,hrv_lineintegral,hrv_entropy,hrv_svd_entropy,hrv_iqr,hrv_max,hrv_std,hrv_mean,hrv_rms,hrv_n_above_mean,hrv_iqr_5_95,hrv_kurtosis,hrv_skewness,hrv_perm_entropy,hrv_n_below_mean,hrv_n_sign_changes,hrv_sum,hrv_pct_95,hrv_pct_5,hrv_peaks,hrv_min,hrv_energy
0,-0.003493975903614455 +/- 0.0018430191012986066,-0.009397590361445796 +/- 0.007214845745339716,0.01981927710843374 +/- 0.0024757497094017515,-0.004578313253012045 +/- 0.004850800515469249,0.0006626506024096423 +/- 0.0022451379703113533,0.028072289156626518 +/- 0.00589746421711828,0.012108433734939772 +/- 0.001385542168674692,0.0 +/- 0.0003809973084539983,0.0071084337349397566 +/- 0.0005902384922368946,0.0 +/- 0.0,0.0008433734939758963 +/- 0.000614339700432876,0.0010240963855421726 +/- 0.0005421686746988089,-0.018614457831325305 +/- 0.0024903646516378714,-0.0009036144578313032 +/- 0.0015534695130394746,-0.004879518072289146 +/- 0.0016040393922523303,0.0 +/- 0.0,0.00048192771084336615 +/- 0.00045080209479204914,-0.0169277108433735 +/- 0.0025621891949562164,-0.005843373493975901 +/- 0.007309043865228561,0.002048192771084334 +/- 0.0007228915662650677,0.04656626506024099 +/- 0.005401905009588466,0.03674698795180724 +/- 0.006119722939373632
