,hrv_ptp,hrv_lineintegral,hrv_entropy,hrv_svd_entropy,hrv_iqr,hrv_max,hrv_std,hrv_mean,hrv_rms,hrv_n_above_mean,hrv_iqr_5_95,hrv_kurtosis,hrv_skewness,hrv_perm_entropy,hrv_n_below_mean,hrv_n_sign_changes,hrv_sum,hrv_pct_95,hrv_pct_5,hrv_peaks,hrv_min,hrv_energy
0,0.01161695447409732 +/- 0.003129234199419376,0.09351125065410779 +/- 0.003951070995502409,-5.232862375719183e-05 +/- 0.0004936672491918836,0.027577184720041857 +/- 0.0039579954154580176,-0.0009419152276295307 +/- 0.0009302139630890255,0.030664573521716375 +/- 0.005723708598168624,-0.0036106750392464583 +/- 0.0012699802301948443,0.0031920460491889012 +/- 0.002032749827268968,0.0014128728414442792 +/- 0.0005258961601842284,0.00507587650444794 +/- 0.0006639758001281811,0.0028257456828885362 +/- 0.002790641889267066,0.005023547880690727 +/- 0.001988487702773407,0.02203035060177917 +/- 0.0025790102627633055,-0.0025641025641025663 +/- 0.002262267537542384,-0.0008895866038723277 +/- 0.0021454735740449944,0.0 +/- 0.0,0.006855049712192562 +/- 0.0006387522561869942,0.03772893772893772 +/- 0.0032883866757435825,0.04652014652014652 +/- 0.003960761793860023,-0.0027734170591313554 +/- 0.0008453947891890764,-0.03375196232339091 +/- 0.00826808814888915,0.013291470434327568 +/- 0.0017069080513134696
