,hrv_rms,hrv_pct_95,hrv_pct_5,hrv_iqr_5_95,hrv_svd_entropy,hrv_entropy,hrv_lineintegral,hrv_mean,hrv_sum,hrv_min,hrv_perm_entropy,hrv_n_above_mean,hrv_n_below_mean,hrv_energy,hrv_kurtosis,hrv_max,hrv_skewness,hrv_n_sign_changes,hrv_peaks,hrv_iqr,hrv_std,hrv_ptp
0,0.2663324538258575 +/- 0.006145208798342144,-0.01424802110817942 +/- 0.003610054116408888,0.0641688654353562 +/- 0.005655062089548826,-0.012612137203166219 +/- 0.0017414248021108201,0.013773087071240087 +/- 0.0047870098031352355,-0.03234828496042219 +/- 0.004221965686326053,0.18591029023746702 +/- 0.006691867166951975,0.29841688654353565 +/- 0.007541744553011313,0.29841688654353565 +/- 0.007541744553011313,0.11878627968337732 +/- 0.005710191703494901,-0.013192612137203175 +/- 0.0014737984215059592,-0.006174142480211075 +/- 0.0038275858165252984,-0.010923482849604238 +/- 0.0032874761218306204,0.11540897097625331 +/- 0.007515112187340236,-0.003588390501319283 +/- 0.0016316226737456592,0.0858575197889182 +/- 0.009667367582546925,-0.006015831134564642 +/- 0.002872962024024531,0.0 +/- 0.0,0.00026385224274405594 +/- 0.0006778486848899615,0.003430079155672816 +/- 0.002734405574254693,-0.0020580474934037253 +/- 0.0014442144784595253,-0.02759894459102904 +/- 0.004087921985617814
