,hrv_svd_entropy,hrv_entropy,hrv_n_sign_changes,hrv_std,hrv_ptp,hrv_iqr,hrv_min,hrv_n_below_mean,hrv_kurtosis,hrv_energy,hrv_n_above_mean,hrv_skewness,hrv_pct_5,hrv_peaks,hrv_mean,hrv_sum,hrv_iqr_5_95,hrv_perm_entropy,hrv_rms,hrv_max,hrv_pct_95,hrv_lineintegral
0,0.0021978021978021566 +/- 0.003808143463874458,-0.014599686028257486 +/- 0.003212568388942097,0.0 +/- 0.0,-0.015803244374672988 +/- 0.0030042281725604016,-0.03249607535321826 +/- 0.0022009147927590923,-0.01004709576138152 +/- 0.0021422804280961504,-0.0604395604395605 +/- 0.003106839897184173,-0.002773417059131378 +/- 0.001462395459181797,-0.003401360544217735 +/- 0.0018315018315018345,-0.002982731554160167 +/- 0.001570730614317492,-0.0008895866038723721 +/- 0.0007779209182270229,-0.0054421768707483276 +/- 0.0017853189020650985,-0.04437467294610157 +/- 0.002496464770670139,0.002354788069073732 +/- 0.001103873527458351,-0.005442176870748339 +/- 0.0023888460932524067,0.0016745159602302051 +/- 0.001513012275751003,-0.02799581371009946 +/- 0.0024904247062879714,-0.00523286237571956 +/- 0.0014800769883549026,-0.002040816326530648 +/- 0.0011805875638596103,0.002982731554160101 +/- 0.0029882347535885503,0.009157509157509115 +/- 0.0016423186631580506,-0.02093144950287811 +/- 0.004264060447402058
