,hrv_rms,hrv_pct_95,hrv_pct_5,hrv_iqr_5_95,hrv_svd_entropy,hrv_entropy,hrv_lineintegral,hrv_mean,hrv_sum,hrv_min,hrv_perm_entropy,hrv_n_above_mean,hrv_n_below_mean,hrv_energy,hrv_kurtosis,hrv_max,hrv_skewness,hrv_n_sign_changes,hrv_peaks,hrv_iqr,hrv_std,hrv_ptp
0,0.2704012506513809 +/- 0.010255177153115136,-0.015007816571130816 +/- 0.005204790407163621,-0.03725898905680045 +/- 0.004228661433802685,0.0281396560708702 +/- 0.005646236610977185,0.096039603960396 +/- 0.009617312375998424,0.062376237623762334 +/- 0.0055003093054408715,0.22652423137050545 +/- 0.005760741627531498,0.18009379885356952 +/- 0.010931282128360422,0.18009379885356952 +/- 0.010931282128360422,0.13303804064616984 +/- 0.008025858932292365,-0.0008337675872850725 +/- 0.0019245633468076516,0.06988014590932773 +/- 0.006993101379784798,0.06336633663366334 +/- 0.004520114318332748,-0.03949973944762901 +/- 0.0032442693936994963,-0.000990099009901013 +/- 0.0012430287068136156,0.11672746221990615 +/- 0.007014619560380965,-0.0005211047420531911 +/- 0.0016965941215320096,0.0 +/- 0.0,-0.0027097446586764272 +/- 0.0009832184608709175,-0.0001563314226159851 +/- 0.00292979526771663,0.10364773319437207 +/- 0.007188412791450462,0.01292339760291813 +/- 0.004147941374076584
