,hrv_rms,hrv_pct_95,hrv_pct_5,hrv_iqr_5_95,hrv_svd_entropy,hrv_entropy,hrv_lineintegral,hrv_mean,hrv_sum,hrv_min,hrv_perm_entropy,hrv_n_above_mean,hrv_n_below_mean,hrv_energy,hrv_kurtosis,hrv_max,hrv_skewness,hrv_n_sign_changes,hrv_peaks,hrv_iqr,hrv_std,hrv_ptp
0,0.3337755666113876 +/- 0.008534500762164837,0.2123825317855169 +/- 0.004650025615215722,0.19203980099502496 +/- 0.008438721785411335,0.07810945273631847 +/- 0.0038302514541337894,0.0530679933665009 +/- 0.003813861428559509,0.03598673300165843 +/- 0.003179873304205548,0.1944720840243229 +/- 0.008455362655610353,0.3282476506357104 +/- 0.006019085721975075,0.3282476506357104 +/- 0.006019085721975075,0.23593145384190164 +/- 0.0063980702249774556,0.005251520176893398 +/- 0.000710073663828915,0.13985627418463245 +/- 0.006336641185586325,0.14173576561636264 +/- 0.005724530001547645,0.2041459369817579 +/- 0.007872381202327104,0.001381978993919375 +/- 0.0008291873963516087,0.21011608623548925 +/- 0.008870367575665892,-0.00022111663902705248 +/- 0.0016803409788359275,0.0 +/- 0.0,0.0005527915975677477 +/- 0.0005527915975677588,-0.0034273079049198297 +/- 0.0007333609265572989,0.08883360972913217 +/- 0.007096647157762408,0.0033167495854063644 +/- 0.0033075235603431123
