,hrv_ptp,hrv_lineintegral,hrv_entropy,hrv_svd_entropy,hrv_iqr,hrv_max,hrv_std,hrv_mean,hrv_rms,hrv_n_above_mean,hrv_iqr_5_95,hrv_kurtosis,hrv_skewness,hrv_perm_entropy,hrv_n_below_mean,hrv_n_sign_changes,hrv_sum,hrv_pct_95,hrv_pct_5,hrv_peaks,hrv_min,hrv_energy
0,0.004950495049504966 +/- 0.004945006694104177,0.12751433038040644 +/- 0.009342319541499259,-0.003282959874934843 +/- 0.000933635897194847,0.015268368942157384 +/- 0.002532054322721504,0.009848879624804584 +/- 0.0022285987264557675,0.049609171443460144 +/- 0.004589273341595434,0.0018238665971860523 +/- 0.001022481337694041,0.012506513809275676 +/- 0.0020047299699501087,0.0007816571130797257 +/- 0.0005339734635726882,0.0018238665971860636 +/- 0.0024690688359525134,0.01797811360083379 +/- 0.0015848781996608155,0.00020844189682127644 +/- 0.0018672717943896688,0.016102136529442434 +/- 0.003680711492737938,0.0009379885356956997 +/- 0.002644831170494935,0.0023970818134445016 +/- 0.001192863276942119,0.0 +/- 0.0,0.0050547159979155935 +/- 0.0027970269724480663,0.007868681605002625 +/- 0.00623782183998112,-0.005575820739968718 +/- 0.002477851678576065,0.0 +/- 0.0,-0.004689942678478354 +/- 0.004981935759340111,-0.027722772277227702 +/- 0.0010369853435191114
