,hrv_rms,hrv_pct_95,hrv_pct_5,hrv_iqr_5_95,hrv_svd_entropy,hrv_entropy,hrv_lineintegral,hrv_mean,hrv_sum,hrv_min,hrv_perm_entropy,hrv_n_above_mean,hrv_n_below_mean,hrv_energy,hrv_kurtosis,hrv_max,hrv_skewness,hrv_n_sign_changes,hrv_peaks,hrv_iqr,hrv_std,hrv_ptp
0,0.33062533404596467 +/- 0.005308266816861629,0.13607696419027251 +/- 0.008393787463132267,0.13142704436130406 +/- 0.007116530787003835,0.009780865847140507 +/- 0.0030144497385790696,0.07354355959380007 +/- 0.004043672970470918,0.016034206306787768 +/- 0.0018359769147319746,0.14441475146980218 +/- 0.005998498277540646,0.34254409406734365 +/- 0.006344045616112946,0.34254409406734365 +/- 0.006344045616112946,0.2281667557455905 +/- 0.006486536161883241,0.008284339925173656 +/- 0.0018085434864445326,0.02779262426509882 +/- 0.004659432328744706,0.009941207910208394 +/- 0.0034654334746012315,0.2331373597006948 +/- 0.007803313735970082,0.0011758417958310564 +/- 0.0012373957138204427,0.203955104222341 +/- 0.00670205102700896,-0.001924104756814571 +/- 0.0014381212236316168,0.0 +/- 0.0,0.0 +/- 0.0,-0.003955104222341033 +/- 0.0011998901293770118,0.019027258150721503 +/- 0.002695781980313934,0.005879208979155492 +/- 0.0019854810925715363
