,hrv_ptp,hrv_lineintegral,hrv_entropy,hrv_svd_entropy,hrv_iqr,hrv_max,hrv_std,hrv_mean,hrv_rms,hrv_n_above_mean,hrv_iqr_5_95,hrv_kurtosis,hrv_skewness,hrv_perm_entropy,hrv_n_below_mean,hrv_n_sign_changes,hrv_sum,hrv_pct_95,hrv_pct_5,hrv_peaks,hrv_min,hrv_energy
0,0.05078585461689583 +/- 0.004566459449575432,0.04734774066797638 +/- 0.004063284455785161,0.03860510805500979 +/- 0.0032594616941133557,0.025442043222003875 +/- 0.004183799496865785,0.02013752455795672 +/- 0.004612713902504487,0.01630648330058936 +/- 0.004900773942344357,0.014636542239685612 +/- 0.0026340054376801417,0.012868369351669896 +/- 0.0019621792097679978,0.012033398821218011 +/- 0.0010361013315191127,0.005943025540275005 +/- 0.0036653110425944172,0.0051080550098231425 +/- 0.0027714608997379125,0.0031434184675834475 +/- 0.0017183551752982184,0.0027013752455795183 +/- 0.002210216110019646,0.0010314341846757945 +/- 0.0026762539736395574,0.0006385068762278512 +/- 0.0010771960805236423,0.0 +/- 0.0,0.0 +/- 0.0,-0.0020628683693517335 +/- 0.004291955260305219,-0.003732809430255446 +/- 0.0020155485784560984,-0.012180746561886113 +/- 0.0022699842845366053,-0.014096267190569778 +/- 0.004127198262975576,-0.0178781925343812 +/- 0.0033108643509533998
