,hrv_svd_entropy,hrv_entropy,hrv_n_sign_changes,hrv_std,hrv_ptp,hrv_iqr,hrv_min,hrv_n_below_mean,hrv_kurtosis,hrv_energy,hrv_n_above_mean,hrv_skewness,hrv_pct_5,hrv_peaks,hrv_mean,hrv_sum,hrv_iqr_5_95,hrv_perm_entropy,hrv_rms,hrv_max,hrv_pct_95,hrv_lineintegral
0,-0.004008551576697006 +/- 0.0028508039236974083,-0.002458578300374159 +/- 0.0016765779948004545,0.0 +/- 0.0,-0.0029930518439337693 +/- 0.0017597089933890215,0.002298236237306206 +/- 0.0014351385977656615,-0.0034740780331373954 +/- 0.001458828868407926,-0.002993051843933747 +/- 0.0015342276958211988,-0.001175841795831145 +/- 0.0006232979043126972,-0.002405130946018208 +/- 0.0013146310931319008,-0.0029396044895778073 +/- 0.0015351583769476276,0.0002137894174237931 +/- 0.0008348743640733933,0.0032602886157134803 +/- 0.0011325291341751367,-0.010636023516835957 +/- 0.0012523115461100954,-0.0003206841261357951 +/- 0.0009620523784072866,-0.005344735435595982 +/- 0.0007170715053446885,-0.0027258150721539585 +/- 0.0011818997534738592,-0.003153393907001656 +/- 0.0006948156066274653,-0.002672367717798008 +/- 0.0016560057065558025,-0.004649919828968507 +/- 0.0011475633647025066,-0.004222340994120821 +/- 0.002383656132653961,-0.0021913415285943704 +/- 0.0013615969217377778,-0.002084446819882446 +/- 0.0018888933241124734
